emperor,n. 皇帝，君主
fuse,"n. 保险丝，熔线；导火线，雷管
vt. 使融合；使熔化，使熔融
vi. 融合；熔化，熔融"
contemporary,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的"
continuity,n. 连续性；一连串；分镜头剧本
advantage,"n. 优势；利益；有利条件
vt. 有利于；使处于优势
vi. 获利"
tube,"n. 管；电子管；隧道；电视机
vt. 使成管状；把…装管；用管输送
vi. 乘地铁；不及格"
beneficial,adj. 有益的，有利的；可享利益的
inhibit,vt. 抑制；禁止
damage,"vi. 损害；损毁
vt. 损害，毁坏
n. 损害；损毁；赔偿金"
vibrate,"vt. 使振动；使颤动
vi. 振动；颤动；摇摆；踌躇"
inspire,vt. 激发；鼓舞；启示；产生；使生灵感
introvert,"n. 内向的人；内翻的东西
vi. 成为内弯；成为性格内向的人
vt. 使内向；使内倾；使内弯"
pedestrian,"n. 行人；步行者
adj. 徒步的；缺乏想像力的"
punch,"n. 冲压机；打洞器；钻孔机
vt. 开洞；以拳重击
vi. 用拳猛击"
rectangle,n. 矩形；长方形
relative,"n. 亲戚；相关物； 关系词；亲缘植物
adj. 相对的；有关系的；成比例的"
sociable,"n. 联谊会
adj. 社交的；好交际的；友善的"
spacious,adj. 宽敞的，广阔的；无边无际的
religion,n. 宗教；宗教信仰
demographic,adj. 人口统计学的；人口学的
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
repay,"vt. 回报；报复；付还
vi. 偿还；报答；报复"
vacuum,"n. 真空；空间；真空吸尘器
adj. 真空的；利用真空的；产生真空的
vt. 用真空吸尘器清扫"
firm,"n. 公司；商号
adj. 坚定的；牢固的；严格的；结实的
vt. 使坚定；使牢固
adv. 稳固地
vi. 变坚实；变稳固"
digital,"n. 数字；键
adj. 数字的；手指的"
humour,"n. 幽默（等于humor）；诙谐
vt. 迁就；使满足"
global,adj. 全球的；总体的；球形的
cluster,"n. 群；簇；丛；串
vt. 使聚集；聚集在某人的周围
vi. 群聚；丛生"
handout,n. 散发材料（免费发给的新闻通报）；上课老师发的印刷品；文字资料 	（会议上分发的）；施舍物
endure,"vt. 忍耐；容忍
vi. 忍耐；持续"
helicopter,"n.  直升飞机
vt. 由直升机运送
vi.  乘直升飞机"
lead to,"na. 通向
 导致；引起；通往"
sprawl,"n. 蔓生；伸开手足躺卧姿势
vt. 懒散地伸开；使蔓生
vi. 蔓延；伸开手足躺；无计划地扩展"
crowded,"adj. 拥挤的；塞满的
v. 拥挤（crowd的过去分词）"
knob,"n. 把手；瘤；球形突出物
vi. 鼓起
vt. 使有球形突出物"
ideal,"n. 理想；典范
adj. 理想的；完美的；想象的；不切实际的"
in comparison with,"na. 和…比起来
 比较；与…比较；与…比较起来"
midst,"n. 当中，中间
prep. 在…中间（等于amidst）"
fluctuate,"vi. 波动；涨落；动摇
vt. 使波动；使动摇"
neglect,"vt. 疏忽，忽视；忽略
n. 疏忽，忽视；怠慢"
drought,n. 干旱；缺乏
hug,"n. 拥抱；紧抱；固执
vi. 拥抱；紧抱在一起；挤在一起
vt. 拥抱；紧抱；抱有，坚持"
variability,n. 可变性，变化性； 变异性
indication,n. 指示，指出；迹象；象征
insert,"n. 插入物；管芯；镶块；刀片
vt. 插入；嵌入"
in addition to,"na. 加之
 除…之外；除了；除…外"
certificate,"n. 证书；执照，文凭
vt. 发给证明书；以证书形式授权给…；用证书批准"
severe,adj. 严峻的；严厉的；剧烈的；苛刻的
diameter,n. 直径
gesture,"n. 姿态；手势
vt. 用动作表示
vi. 作手势；用动作示意"
disclose,vt. 公开；揭露
sheer,"n. 偏航；透明薄织物
adj. 绝对的；透明的；峻峭的；纯粹的
vt. 使偏航；使急转向
adv. 完全；陡峭地
vi. 偏航"
successive,adj. 连续的；继承的；依次的；接替的
balance,"n. 平衡；余额；匀称
vt. 使平衡；结算；使相称
vi. 保持平衡；相称；抵销"
adjust,"vt. 调整，使…适合；校准
vi. 调整，校准；适应"
require,vt. 需要；要求；命令
fairly,adv. 相当地；公平地；简直
precise,adj. 精确的；明确的；严格的
colour-blind,"adj. 色盲的
无种族歧视的"
trustworthy,adj. 可靠的；可信赖的
vomit,"n. 呕吐；呕吐物；催吐剂
vi. 呕吐；吐出
vt. 吐出；使……呕吐"
wrestle,"n. 摔跤；搏斗；斗争
vi. 摔跤；斗争；斟酌
vt. 与摔跤；与…搏斗；使劲搬动"
adolescence,n. 青春期
captivity,n. 囚禁；被关
commerce,n. 贸易；商业；商务
condensation,n. 冷凝；凝结；压缩；缩合聚合
facial,"n. 美容，美颜；脸部按摩
adj. 面部的，表面的；脸的，面部用的"
herbal,"n. 植物志；草本书
adj. 草药的；草本的"
hover,"n. 徘徊；盘旋；犹豫
vi. 盘旋，翱翔；徘徊
vt. 孵；徘徊在…近旁"
imprecise,adj. 不精确的；不严密的；不确切的
inactive,adj. 不活跃的；不活动的；怠惰的；闲置的
initiate,"n. 开始；新加入者，接受初步知识者
vt. 开始，创始；发起；使初步了解
adj. 新加入的；接受初步知识的"
longitude,n.  经度；经线
procrastinate,"vi. 耽搁，延迟
vt. 耽搁，延迟"
rarity,n. 罕见；珍贵；珍品（需用复数）；稀薄
seclude,vt. 使隔离，使隔绝
ongoing,"adj. 不间断的，进行的；前进的
n. 前进；行为，举止"
almond,n. 扁桃仁；扁桃树
feed,"n. 饲料；饲养；（动物或婴儿的）一餐
vt. 喂养；供给；放牧；抚养（家庭等）；靠…为生
vi. 吃东西；流入"
scenery,n. 风景；景色；舞台布景
stagnate,"vt. 使淤塞；使沉滞；使萧条
vi. 停滞；淤塞；变萧条"
ozone,n.  臭氧；新鲜的空气
tap,"n. 水龙头；轻打
vt. 轻敲；轻打；装上嘴子
vi. 轻拍；轻击；轻叩
vt. 采用，利用"
owe,"vt. 欠；感激；应给予；应该把……归功于
vi. 欠钱"
ministry,n. （政府的）部门
laser,n. 激光
individual,"n. 个人，个体
adj. 个人的；个别的；独特的"
association,n. 协会，联盟，社团；联合；联想
tempt,vt. 诱惑；引起；冒…的风险；使感兴趣
beneath,"prep. 在…之下
adv. 在下方"
naturally,"adv. 自然地
自然而然地
轻而易举
天生地
大方地"
microscope,n. 显微镜
estate,n. 房地产；财产；身份
discourage,vt. 阻止；使气馁
briefcase,n. 公文包
candidate,n. 候选人，候补者；应试者
melt,"vi. 熔化，溶解；渐混
vt. 使融化；使熔化；使软化；使感动
n. 熔化；熔化物"
shrug,"n. 耸肩
vi. 耸肩
vt. 耸肩，耸肩表示"
frightened,"v. 害怕；使吃惊；吓走（frighten的过去分词）
adj. 害怕的；受惊的；受恐吓的"
relax,"vi. 放松，休息；松懈，松弛；变从容；休养
vt. 放松；使休息；使松弛；缓和；使松懈"
aerospace,n. 航空宇宙； 航空航天空间
suppose,"conj. 假使…结果会怎样
vt. 假设；认为；让（虚拟语气）；推想
vi. 猜想；料想"
tenable,adj. （主张等）站得住脚的；可维持的
sustain,vt. 维持；支撑，承担；忍受；供养；证实
straw,"n. 稻草；吸管；一文不值的东西
adj. 稻草的；无价值的"
border,"n. 边境；边界；国界
vt. 接近；与…接壤；在…上镶边
vi. 接界；近似"
dispenser,n. 药剂师；施与者；分配者；自动售货机
receiver,n. 接收器；接受者；收信机；收款员，接待者
monopoly,n. 垄断；垄断者；专卖权
bureaucracy,n. 官僚主义；官僚机构；官僚政治
construction,n. 建设；建筑物；解释；造句
endorse,vt. 背书；认可；签署；赞同；在背面签名
embryo,"n.  胚胎；胚芽；初期
adj. 胚胎的；初期的"
silicon,n.  硅；硅元素
intelligence,n. 智力；情报工作；情报机关；理解力；才智，智慧；天分
mature,"adj. 成熟的；充分考虑的；到期的；成年人的
vi. 成熟；到期
vt. 使…成熟；使…长成；慎重作出"
discard,"n. 抛弃；被丢弃的东西或人
vt. 抛弃；放弃；丢弃
vi. 放弃"
membership,n. 资格；成员资格；会员身份
roast,"n. 烤肉；烘烤
adj. 烘烤的；烤过的
vt. 烤，焙；烘，烘烤；暴露于某种热力下以得温暖
vi. 烤；烘"
computerize,vt. 使电脑化；使计算机化；用电脑处理
popularize,"vt. 普及；使通俗化
vi. 通俗化"
devalue,"vt. 使贬值；降低…的价值
vi. 贬值"
ferry,"n. 渡船；摆渡；渡口
vt. （乘渡船）渡过；用渡船运送；空运
vi. 摆渡；来往行驶"
iron,"n. 熨斗；烙铁；坚强
adj. 铁的；残酷的；刚强的
vt. 熨；用铁铸成
vi. 熨衣；烫平"
bully,"n. 欺凌弱小者；土霸
vt. 欺负；威吓
adj. 第一流的；特好的
vi. 欺侮人
adv. 很；十分
int. 好；妙"
storyline,n. 故事情节
orbit,"n. 轨道；眼眶；势力范围；生活常规
vi. 盘旋；绕轨道运行
vt. 绕…轨道而行"
combat,"n. 战斗；争论
adj. 战斗的；为…斗争的
vi. 战斗；搏斗
vt. 反对；与…战斗"
slothful,adj. 怠惰的，懒惰的；迟钝的
catastrophic,adj. 灾难的；悲惨的；灾难性的，毁灭性的
abide,"vi. 持续；忍受；停留
vt. 忍受，容忍；停留；遵守"
allure,"n. 诱惑力
vt. 引诱，诱惑；吸引
vi. 诱人，吸引人"
oxygen,n.  氧气， 氧
pervasive,adj. 普遍的；到处渗透的；流行的
encroach,vi. 蚕食，侵占
fantastic,"n. 古怪的人
adj. 奇异的；空想的；异想天开的；古怪的；极好的，极出色的；不可思议的；不切实际的"
abhorrent,adj. 可恶的；厌恶的；格格不入的
inflict,vt. 造成；使遭受（损伤、痛苦等）；给予（打击等）
tilt,"n. 倾斜
vt. 使倾斜；使翘起
vi. 倾斜；翘起；以言词或文字抨击"
mosquito,n. 蚊子
offensive,"adj. 攻击的；冒犯的；无礼的；讨厌的
n. 攻势；攻击"
extravagant,adj. 奢侈的；浪费的；过度的；放纵的
begrimed,"adj. 污秽的
v. 积垢，弄脏( begrime的过去式和过去分词 )"
ruthless,adj. 无情的，残忍的
jargon,n. 行话，术语；黄锆石
diverse,adj. 不同的；多种多样的；变化多的
extinguish,vt. 熄灭；压制；偿清
estrange,vt. 使疏远；离间
neoclassical,adj. 新古典主义的
biased,adj. 有偏见的；结果偏倚的，有偏的
grimy,adj. 肮脏的，污秽的
enhancer,n.  增强子；强化剂；增加者
ulterior,adj. 将来的，较远的；在那边的；隐秘不明的
corrupt,"adj. 腐败的，贪污的；堕落的
vt. 使腐烂；使堕落，使恶化
vi. 堕落，腐化；腐烂"
stringent,adj. 严格的；严厉的；紧缩的；短缺的
novice,n. 初学者，新手
hinder,"vt. 阻碍；打扰
adj. 后面的
vi. 成为阻碍"
impoverished,"adj. 穷困的；用尽了的，无创造性的
v. 使贫困（impoverish的过去分词）"
shallow,"n.  浅滩
adj. 浅的；肤浅的
vt. 使变浅
vi. 变浅"
inundate,vt. 淹没；泛滥；浸水；（洪水般的）扑来
erode,"vt. 腐蚀，侵蚀
vi. 侵蚀；受腐蚀"
doom,"n. 厄运；死亡；判决；世界末日
vt. 注定；判决；使失败"
alienate,vt. 使疏远，离间；让与
brazen,"adj. 厚颜无耻的；无所顾忌的；黄铜制的
vt. 使变得无耻；厚脸皮地做"
tortoise,n. 龟， 乌龟（等于testudo）；迟缓的人
commiserate,"vt. 同情，怜悯
vi. 同情，怜悯；吊慰"
outlaw,"n. 歹徒；罪犯；亡命之徒；被剥夺法律保护者
vt. 宣布…为不合法；将…放逐；剥夺…的法律保护"
pavement,"n. 人行道
路面"
antiquated,"adj. 过时的；陈旧的；年老的
v. 使古旧；废弃（antiquate的过去分词）"
coral,"n. 珊瑚；珊瑚虫
adj. 珊瑚的；珊瑚色的"
incinerate,"vt. 焚化；烧成灰
vi. 把……烧成灰；烧弃"
renewable,"n. 再生性能源
adj. 可再生的；可更新的；可继续的"
shin,"n. 胫骨
vt. 爬；攀
vi. 攀；快步走"
enslave,vt. 束缚；征服；使某人成为奴隶
timid,adj. 胆小的；羞怯的
vile,adj. 卑鄙的；邪恶的；低廉的；肮脏的
diesel,"n. 柴油机；柴油；（俚）健康的身体
adj. 内燃机传动的；供内燃机用的
n. 迪赛（意大利时装品牌）"
guzzle,"n. 狂饮；豪饮作乐
vt. 狂饮；暴食
vi. 狂饮；暴食；狼吞虎咽"
torment,"n. 痛苦，苦恼；痛苦的根源
vt. 折磨，使痛苦；纠缠，作弄"
revive,"vt. 使复兴；使苏醒；回想起；重演，重播
vi. 复兴；复活；苏醒；恢复精神"
inhumane,adj. 残忍的；无人情味的
imperil,vt. 危及；使陷于危险
diverge,"vt. 使偏离；使分叉
vi. 分歧；偏离；分叉；离题"
irrational,"n.  无理数
adj. 不合理的；无理性的；荒谬的"
verbal,"n. 动词的非谓语形式
adj. 口头的；言语的；动词的；照字面的"
saline,"n. 盐湖；碱盐泻药
adj. 盐的；含盐分的"
disable,vt. 使失去能力；使残废；使无资格
seduce,vt. 引诱；诱惑；诱奸；怂恿
relocate,"n. 浮动
vt. 重新安置；迁移
vi. 重新安置；迁移新址"
angle,"n. 角度，角，方面
vi. 钓鱼；谋取"
legitimate,"adj. 合法的；正当的；合理的；正统的
vt. 使合法；认为正当（等于legitimize）"
sedentary,adj. 久坐的；坐惯的；定栖的；静坐的
water-borne,adj. 水传播的；由水浮起的；水运的；饮水传染的（等于waterborne）
kindergarten,n. 幼儿园；幼稚园
molten,"adj. 熔化的；铸造的；炽热的
v. 换毛；脱毛（molt的过去分词）"
processor,n.  处理器；处理程序；加工者
saturate,"adj. 浸透的，饱和的；深颜色的
vt. 浸透，使湿透；使饱和，使充满"
trivialize,vt. 使平凡；使琐碎
assault,"n. 攻击；袭击
vt. 攻击；袭击
vi. 袭击；动武"
obscene,adj. 淫秽的；猥亵的；可憎的
authentic,adj. 真正的，真实的；可信的
righteous,adj. 正义的；正直的；公正的
purify,"vt. 净化；使纯净
vi. 净化；变纯净"
gregarious,adj. 社交的；群居的
heartless,adj. 无情的；无勇气的
instil,vt. 逐渐灌输；使渗透；滴注
infringe,"vt. 侵犯；违反；破坏
vi. 侵犯；侵害"
comic,"n. 连环漫画；喜剧演员；滑稽人物
adj. 喜剧的；滑稽的；有趣的"
transplant,"n. 移植；移植器官；被移植物；移居者
vt. 移植；迁移；使移居
vi. 移植；迁移；移居"
algebra,n. 代数学
spur,"n. 鼓舞，刺激；马刺；山坡
vt. 激励，鞭策；给…装踢马刺
vi. 骑马疾驰；给予刺激"
barbaric,adj. 野蛮的，粗野的；原始的
delinquent,"n. 流氓；行为不良的人；失职者
adj. 有过失的；怠忽的；拖欠债务的"
retaliate,"vi. 报复；回敬
vt. 报复"
perpetrate,vt. 犯（罪）；做（恶）
prosper,"vi. 繁荣，昌盛；成功
vt. 使……成功；使……昌盛；使……繁荣"
gorilla,n. 大猩猩
sluttish,adj. 懒惰的，邋遢的，淫荡的
anchor,"n. 锚；抛锚停泊；靠山；新闻节目主播
adj. 末棒的；最后一棒的
vt. 抛锚；使固定；主持节目
vi. 抛锚"
despoil,vt. 掠夺，剥夺；夺取
discourteous,adj. 失礼的，无礼貌的；粗鲁的
gene,n.  基因，遗传因子
lax,"n. 松元音；泻肚
adj. 松的；松懈的；腹泻的
adj. 不严格的；不严谨的"
boost,"n. 推动；帮助；宣扬
vi. 宣扬；偷窃
vt. 促进；增加；支援"
smear,"n. 涂片；诽谤；污点
vt. 诽谤；弄脏；涂上；把…擦模糊
vi. 被弄脏"
lenient,adj. 宽大的；仁慈的
synthetic,"n. 合成物
adj. 综合的；合成的，人造的"
enact,vt. 颁布；制定法律；扮演；发生
resent,vt. 怨恨；愤恨；厌恶
affluent,"n. 支流；富人
adj. 富裕的；丰富的；流畅的"
trunk,"n. 树干；躯干；象鼻；汽车车尾的行李箱
adj. 干线的；躯干的；箱子的
vt. 把…放入旅行箱内"
