alter,"vt. 改变，更改
vi. 改变；修改"
scooter,n. 小轮摩托车；速可达；单脚滑行车；小孩滑板车
spacecraft,n.  宇宙飞船，航天器
spaceship,n.  宇宙飞船
steamship,n. 轮船；汽船
alley,n. 小巷；小路；小径
bazaar,n. 集市；市场；义卖市场
booth,n. 货摊；公用电话亭
campground,n. 露营场所；野营地
canyon,n. 峡谷
cemetery,n. 墓地；公墓
ditch,"n. 沟渠；壕沟
vt. 在…上掘沟；把…开入沟里；丢弃
vi. 开沟；掘沟"
driveway,n. （从建筑物，住房，车库等通往大路的）私人车道
dwelling,"n. 住处；寓所
v. 居住（dwell的现在分词）"
farmland,n. 农田
gateway,n. 门；网关；方法；通道；途径
hallway,n. 走廊；门厅；玄关
isle,"n. 岛
vt. 使成为岛屿
vi. 住在岛屿上"
lodging,n. 寄宿；寄宿处；出租的房间、住房；倒伏
mainland,"n. 大陆；本土
adj. 大陆的；本土的"
marketplace,n. 市场；商场；市集
midst,"n. 当中，中间
prep. 在…中间（等于amidst）"
motorway,n. 高速公路，汽车高速公路
nightclub,"n. 夜总会
vi. 去夜总会"
orbit,"n. 轨道；眼眶；势力范围；生活常规
vi. 盘旋；绕轨道运行
vt. 绕…轨道而行"
orchard,n. 果园；果树林
orient,"vt. 使适应；确定方向；使朝东
n. 东方；东方诸国
adj. 东方的
vi. 向东"
parlor,"n. 客厅；会客室；业务室
adj. 客厅的"
planetarium,n. 天文馆；行星仪
plantation,"n. 栽植；殖民；大农场
adj. 适用于种植园或热带、亚热带国家的"
ridge,"n. 山脊；山脉；屋脊
vt. 使成脊状；作垄
vi. 成脊状"
salon,n. 沙龙；客厅；画廊；美术展览馆
seaport,n. 海港；港口都市
shrine,"n. 圣地；神殿；神龛；圣祠
vt. 将…置于神龛内；把…奉为神圣"
staircase,n. 楼梯
standpoint,n. 立场；观点
strait,"n. 海峡；困境
adj. 狭窄的；苦恼的"
swamp,"vt. 使陷于沼泽；使沉没；使陷入困境
n. 沼泽；湿地
vi. 下沉；陷入沼泽；陷入困境；不知所措（过去式swamped，过去分词swamped，现在分词swamping，第三人称单数swamps，名词swampiness，形容词swampy）"
terrace,"n. 平台；梯田；阳台
adj. （女服）叠层式的
vt. 使成梯田，使成阶地；使有平台屋顶
vi. 成阶地；成梯田；筑成坛"
ace,"n. 幺点；直接得分的发球；佼佼者；（俚）最好的朋友
adj. 一流的，突出的
vt. 以发球赢一分；击败
int. 太棒了；太好了"
administrator,n. 管理人；行政官
admirer,n. 爱慕者；赞赏者；钦佩者
advertiser,n. 广告客户；刊登广告的人
astronomer,n. 天文学家
Buddhist,"n. 佛教徒
adj. 佛教的"
builder,n. 建筑者；建立者
caller,"n. 访客； 呼叫者；打电话者；召集员
adj. 新鲜的"
carrier,n.  载体；运送者；带菌者；货架
cashier,"n. 出纳员；司库；收银员
vt. 解雇；抛弃"
chairperson,n. 主席；议长
challenger,n. 挑战者
councilor,n. 顾问；评议员；参赞
counselor,n. 顾问；法律顾问；参事（等于counsellor）
creator,找不到解释
crook,"n. 骗子，坏蛋；弯处，弯曲部分；钩状物
vt. 使弯曲；欺骗，诈骗
vi. 弯曲，成钩形"
cyclist,n. 骑自行车的人
defender,n. 防卫者，守卫者；辩护者；拥护者；卫冕者
demonstrator,n. 示威者；论证者；指示者；证明者
deputy,"n. 代理人，代表
adj. 副的；代理的"
duke,n. 公爵，（公国的）君主；公爵（种）樱桃
examiner,n. 检验员；主考人； 审查员
exporter,n. 出口商；输出国
feminist,"n. 女权主义者
adj. 主张女权的"
gunman,n. 枪手；持枪歹徒
lad,n. 少年，小伙子；家伙
loser,n. 失败者；遗失者
mister,找不到解释
newcomer,n.  新来者；新到的移民
newscaster,n. 新闻广播员；新闻评论广播员
nobleman,n. 贵族
nun,n. 修女，尼姑
offspring,n. 后代，子孙；产物
outsider,n. 外人；无取胜希望者
physicist,n. 物理学家；唯物论者
promoter,n. 促进者；发起人；催化剂；促进剂；启动子
protector,n. 保护器；保护者；保护装置；防御者
Protestant,"n. 新教；新教徒
adj. 新教的；新教徒的"
senator,n. 参议员；（古罗马的）元老院议员；评议员，理事
sender,n.  寄件人；发送人；发报机
socialist,"n. 社会主义者；社会党党员
adj. 社会主义的"
storyteller,n. 说故事的人；故事作者；短篇小说作家
sweetheart,"n. 爱人；心上人
vt. 向…求爱；与…恋爱
vi. 爱慕；恋爱
adj. 私下签订的；私下达成的"
taxpayer,n. 纳税人；所收租金只够支付地产税的建筑物
technician,n. 技师，技术员；技巧纯熟的人
tenant,"n. 承租人；房客；佃户；居住者
vt. 租借（常用于被动语态）"
translator,n. 译者；翻译器
viewer,n. 观察者；观看者；观众； 指示器
virgin,"n. 处女
adj. 处女的；纯洁的；未经利用的，处于原始状态的"
voter,n. 选举人，投票人；有投票权者
watchman,n. 看守人；巡夜者
workman,n. 工匠；技工；男工
aluminum,n. 铝
armchair,"n. 扶手椅，单人沙发
adj. 不切实际的"
asset,n. 资产；优点；有用的东西；有利条件；财产；有价值的人或物
beater,n. 搅拌器； 打浆机；助猎者
broom,"n. 扫帚；金雀花
vt. 扫除
vi. 桩顶开花或开裂"
calculator,n. 计算器；计算者
cannon,"n. 大炮；加农炮；榴弹炮；机关炮
vt. 炮轰
vi. 炮轰；开炮"
cello,n. 大提琴
certificate,"n. 证书；执照，文凭
vt. 发给证明书；以证书形式授权给…；用证书批准"
commodity,n. 商品，货物；日用品
compass,"n. 指南针，罗盘；圆规
vt. 包围"
condom,n. 避孕套；阴茎套
dart,"vt. 投掷，投射；使迅速突然移动
vi. 向前冲，飞奔
n. 飞镖，标枪；急驰，飞奔；（虫的）螯；飞快的移动"
dime,n. 一角硬币
firework,n. 烟火；激烈情绪
fossil,"n. 化石；僵化的事物；顽固不化的人
adj. 化石的；陈腐的，守旧的"
headlight,n. 汽车等的前灯；船上的桅灯；矿工和医生用的帽灯
heritage,n. 遗产；传统；继承物；继承权
holder,n. 持有人；所有人；固定器；（台、架等）支持物
inheritance,n. 继承；遗传；遗产
junk,n. 垃圾，废物；舢板
kit,"n. 工具箱；成套工具
vt. 装备
vi. 装备"
lever,"n. 杠杆；控制杆
vt. 用杠杆撬动；把…作为杠杆
vi. 用杠杆撬"
lining,n. 衬里；内层；衬套
loudspeaker,n. 喇叭，扬声器；扩音器
lumber,"vi. 伐木；喧闹地向前走；笨重地行动，缓慢地移动
vt. 砍伐木材；乱堆
n. 木材；废物，无用的杂物；隆隆声"
miniature,"adj. 微型的，小规模的
n. 缩图；微型画；微型图画绘画术
vt. 是…的缩影"
opener,n.  开启工具；开启的人
pedal,"n. 踏板；脚蹬子
vi. 踩踏板；骑车
vt. 骑（自行车）；踩……的踏板
adj. 脚的；脚踏的"
perch,"n. 鲈鱼; 高位；栖木；杆
vt. 栖息；就位；位于；使坐落于
vi. 栖息；就位；位于"
pillar,"n. 柱子，柱形物；栋梁；墩
vt. 用柱支持"
plug,"n. 插头；塞子；栓
vt. 插入；塞住；接插头
vi. 塞住；用插头将与电源接通"
probe,"n. 探针；调查
vi. 调查；探测
vt. 探查；用探针探测"
puppet,n. 木偶；傀儡；受他人操纵的人
rack,"n.  齿条；架子；拷问台
vt. 折磨；榨取
vi. 变形；随风飘；小步跑"
radar,n.  雷达，无线电探测器
reel,"n. 蹒跚；眩晕；旋转
vt. 卷；使旋转
vi. 卷；眩晕；蹒跚地走；退缩"
reproduction,n. 繁殖，生殖；复制；复制品
rubbish,"n. 垃圾，废物；废话
adj. 毫无价值的"
script,"n. 脚本；手迹；书写用的字母
vt. 把…改编为剧本
vi. 写电影脚本"
searchlight,n. 探照灯；探照灯光
shit,"n. 屎；粪
vi. 拉屎
vt. 欺骗；在…拉屎
int. 狗屁；呸"
shutter,"n. 快门；百叶窗；关闭物；遮板
vt. 为…装百叶窗；以百叶窗遮闭"
skyscraper,n. 摩天楼，超高层大楼；特别高的东西
stool,"n. 凳子；粪便；厕所
vt. 引诱，诱捕
vi. 长新枝；分檗"
tablet,"n. 碑；药片；写字板；小块；平板电脑
vt. 用碑牌纪念；将(备忘录等)写在板上；将…制成小片或小块"
tag,"n. 标签；名称；结束语；附属物
vt. 尾随，紧随；连接；起浑名；添饰
vi. 紧随"
teaspoon,n. 茶匙；一茶匙的量
trophy,"n. 奖品；战利品；纪念品
vt. 用战利品装饰
adj. 显示身份的；有威望的"
velvet,"adj. 天鹅绒的
n. 天鹅绒，丝绒；天鹅绒似的东西"
watercolor,"n. 水彩画，水彩；水彩颜料
adj. 水彩的，水彩画的"
wrinkle,"n. 皱纹
vi. 起皱
vt. 使起皱纹"
alphabetical,adj. 字母的； 依字母顺序的
architectural,adj. 建筑学的；建筑上的；符合建筑法的
bilingual,"n. 通两种语言的人
adj. 双语的"
blessed,"v. 祝福（bless的过去分词）
adj. 幸福的；受祝福的；神圣的"
divine,"n. 牧师；神学家
adj. 神圣的；非凡的；天赐的；极好的
vt. 占卜；预言；用占卜勘探
vi. 占卜；预言；使用占卜勘探矿"
ethical,"n. 处方药
adj. 伦理的；道德的；凭处方出售的"
grammatical,adj. 文法的；符合语法规则的
instructive,adj. 有益的；教育性的
poetic,"n. 诗学，诗论
adj. 诗的，诗歌的；诗意的；诗人的"
preschool,"n. 幼儿园，育幼院
adj. 未满学龄的；就学前的，入学前的"
theatrical,adj. 戏剧性的；剧场的，戏剧的；夸张的；做作的
annoying,"v. 骚扰（annoy的ing形式）
adj. 讨厌的；恼人的"
composed,"v. 组成；作曲（compose的过去分词）；著作
adj. 镇静的；沉着的"
cowardly,"adj. 怯懦的，懦弱的；胆小的
adv. 胆怯地"
depressing,adj. 压抑的；使人沮丧的
disappointing,"adj. 令人失望的；令人扫兴的
v. 令人失望（disappoint的ing形式）；辜负…的期望"
embarrassed,"v. 使...困窘；使...局促不安（embarrass的过去分词形式）
adj. 尴尬的；窘迫的"
entertaining,"v. 款待（entertain的ing形式）
adj. 令人愉快的"
foul,"n. 犯规；缠绕
adj. 犯规的；邪恶的；污秽的；淤塞的
vt. 犯规；弄脏；淤塞；缠住，妨害
adv. 违反规则地，不正当地
vi. 犯规；腐烂；缠结"
fucking,"adj. 他妈的；难完成的；非常的；低劣的
v. 欺骗；利用；诅咒（fuck的ing形式）"
indifferent,adj. 漠不关心的；无关紧要的；中性的，中立的
irritating,"adj. 刺激的；气人的；使愤怒的
v. 刺激（irritate的ing形式）；激怒"
relaxing,"v. 放松；休息（relax的ing形式）；缓和；松懈
adj. 令人轻松的"
spicy,adj. 辛辣的；香的，多香料的；下流的
startling,adj. 令人吃惊的
tasty,"adj. 美味的；高雅的；有趣的
n. 可口的东西；引人入胜的东西"
vicious,adj. 恶毒的；恶意的；堕落的；有错误的；品性不端的；剧烈的
alcoholic,"n. 酒鬼，酗酒者
adj. 酒精的，含酒精的"
bald,"adj. 秃顶的；光秃的；单调的；无装饰的
vi. 变秃"
boiling,"n. 沸腾；煮沸；起泡
adj. 沸腾的；激昂的
adv. 沸腾"
climatic,adj. 气候的；气候上的；由气候引起的；受气候影响的
dental,"n. 齿音
adj. 牙科的；牙齿的，牙的"
drunken,adj. 喝醉的；酒醉的；常醉的
folding,adj. 可折叠的
fuzzy,adj. 模糊的；失真的；有绒毛的
hardy,"n. 强壮的人；耐寒植物；方柄凿
adj. 坚强的；勇敢的；能吃苦耐劳的；鲁莽的"
hilly,adj. 丘陵的；陡的；多小山的；多坡的
magnetic,adj. 地磁的；有磁性的；有吸引力的
mellow,"adj. 圆润的，柔和的；成熟的；芳醇的
vt. 使成熟；使柔和
vi. 成熟；变柔和"
melting,"adj. 融化的；溶解的；动人的；感伤的
v. 融化（melt的ing形式）"
metallic,adj. 金属的，含金属的
milky,adj. 乳白色的；牛奶的；乳状的；柔和的；混浊不清的
mini,"n. 迷你型；微型汽车；超短裙
adj. 微型的；袖珍的
abbr. 微型汽车（minicar）；微型计算机（minicomputer）"
noiseless,adj. 无声的；寂静的
oval,"adj. 椭圆的；卵形的
n. 椭圆形；卵形"
photographic,adj. 摄影的；逼真的；（尤指记忆）详细准确的
rhythmic,"n. 韵律论（等于rhythmics）
adj.  有节奏的（等于rhythmical）；间歇的；合拍的"
rigid,adj. 严格的；僵硬的，死板的；坚硬的；精确的
smoky,adj. 冒烟的；烟熏味的；熏着的；呛人的；烟状的
snowy,adj. 下雪的，多雪的；被雪覆盖的；洁白无瑕的
solar,"n. 日光浴室
adj. 太阳的；日光的；利用太阳光的；与太阳相关的"
stony,adj. 无情的；多石的；石头的
vocal,"adj. 直言不讳的
adj. 歌唱的；声音的，有声的
n. 声乐作品；元音"
woolen,"n. 毛织品
adj. 羊毛的；羊毛制的"
accessible,adj. 易接近的；可进入的；可理解的
admirable,adj. 令人钦佩的；极好的；值得赞扬的
almighty,"n. 全能的神
adj. 全能的；有无限权力的
adv. 非常"
applied,"v. 应用；实施（apply的过去分词）；敷上
adj. 应用的；实用的"
businesslike,adj. 有效率的；认真的；有条理的
changeable,adj. 无常的；可改变的；易变的；不定的
collective,"n. 集团；集合体；集合名词
adj. 集体的；共同的；集合的；集体主义的"
combined,"v. 使结合；联合（combine的过去分词）
adj. 结合的； 组合的"
competent,adj. 胜任的；有能力的；能干的；足够的
constructive,adj. 建设性的；推定的；构造上的；有助益的
continental,"n. 欧洲人
adj. 大陆的；大陆性的"
conversational,adj. 对话的；健谈的
convincing,"v. 使相信；使明白（convince的现在分词）
adj. 令人信服的；有说服力的"
dedicated,"adj. 专用的；专注的；献身的
v. 以…奉献；把…用于（dedicate的过去式和过去分词）"
defensive,"n. 防御；守势
adj. 自卫的；防御用的"
deliberate,"adj. 故意的；深思熟虑的；从容的
vt. 仔细考虑；商议"
devoted,"v. 献身于…；致力于…（devote的过去分词）
adj. 献身的；忠诚的"
distinctive,adj. 有特色的，与众不同的
diverse,adj. 不同的；多种多样的；变化多的
documentary,"n. 纪录片
adj. 记录的；文件的；记实的"
elaborate,"adj. 精心制作的；详尽的；煞费苦心的
vi. 详细描述；变复杂
vt. 精心制作；详细阐述；从简单成分合成（复杂有机物）"
energetic,adj. 精力充沛的；积极的；有力的
everlasting,adj. 永恒的；接连不断的
exceptional,"n. 超常的学生
adj. 异常的，例外的"
explosive,"n. 炸药；爆炸物
adj. 爆炸的；爆炸性的；爆发性的"
faraway,adj. 遥远的；恍惚的
fireproof,"adj. 防火的；耐火的
vt. 使耐火；使防火"
guarded,"v. 保卫，看守（guard的过去式）
adj. 谨慎的；被监视着的；警戒着的；被看守著的"
handicapped,"n. 残疾人；缺陷者
adj. 残废的；有生理缺陷的"
immortal,"n. 神仙；不朽人物
adj. 不朽的；神仙的；长生的"
incapable,adj. 不能的；无能力的；不能胜任的
incorrect,adj. 错误的，不正确的；不适当的；不真实的
infectious,adj. 传染的；传染性的；易传染的
informed,"v. 通知；使了解；提供资料（inform的过去分词）
adj. 消息灵通的；见多识广的"
insistent,adj. 坚持的；迫切的；显著的；引人注目的；紧急的
instrumental,"n. 器乐曲；工具字，工具格
adj. 乐器的；有帮助的；仪器的，器械的"
intended,"n. 已订婚者
v. 打算；准备（intend的过去分词）
adj. 故意的，有意的；打算中的"
irregular,"n. 不规则物；不合规格的产品
adj. 不规则的；无规律的；非正规的；不合法的"
lasting,"adj. 持久的；永恒的
n.  厚实斜纹织物
v. 持续；维持（last的ing形式）"
lone,adj. 单身的；独自的；寂寞的；人迹稀少的
maiden,"adj. 未婚的，处女的；初次的
n. 少女；处女"
manly,"adj. 男子气概的；强壮的；适于男人的
adv. 雄赳赳地"
momentary,adj. 瞬间的；短暂的；随时会发生的
mortal,"adj. 凡人的；致死的；终有一死的；不共戴天的
n. 人类，凡人"
optional,"adj. 可选择的，随意的
n. 选修科目"
ornamental,"adj. 装饰的，装饰性的
n. 观赏植物；装饰品"
owing,"adj. 未付的；欠着的
v. 欠；把…归功于（owe的ing形式）"
penniless,adj. 身无分文的；贫穷的
persistent,adj. 固执的，坚持的；持久稳固的
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
