bargain,"n. 交易；便宜货；契约
v. 讨价还价；议价；(谈价钱后)卖"
pendent,adj. 悬而未决的；下垂的；未定的；向外伸出的
penetrate,"vi. 渗透；刺入；看透
vt. 渗透；穿透；洞察"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
perch,"n. 鲈鱼; 高位；栖木；杆
vt. 栖息；就位；位于；使坐落于
vi. 栖息；就位；位于"
peril,"n. 危险；冒险
vt. 危及；置…于险境"
permanent,"n. 烫发（等于permanent wave）
adj. 永久的，永恒的；不变的"
permit,"n. 许可证，执照
vt. 许可；允许
vi. 许可；允许"
perpetual,adj. 永久的；不断的；四季开花的；无期限的
perplex,vt. 使困惑，使为难；使复杂化
persecute,vt. 迫害；困扰；同…捣乱
persevere,vi. 坚持；不屈不挠；固执己见（在辩论中）
persistent,adj. 固执的，坚持的；持久稳固的
perspective,"n. 观点；远景；透视图
adj. 透视的"
petition,"n. 请愿；请愿书；祈求； 诉状
vt. 请愿；请求；恳求
vi. 请愿；请求"
phase,"n. 月相
n. （月亮的）盈亏
n. 时期"
picturesque,adj. 独特的；生动的；别致的；图画般的
pierce,"vt. 刺穿；洞察；响彻；深深地打动
vi. 进入；透入"
pile,"n. 堆；大量；建筑群
vt. 累积；打桩于
vi. 挤；堆积；积累"
pious,adj. 虔诚的；敬神的；可嘉的；尽责的
plausible,adj. 貌似可信的，花言巧语的；貌似真实的，貌似有理的
pledge,"n. 保证，誓言；抵押；抵押品，典当物
vt. 保证，许诺；用……抵押；举杯祝……健康"
pluck,"n. 勇气；内脏；快而猛的拉
vt. 摘；拔；扯
vi. 拉；拽；扯"
poise,"n. 平衡；姿势；镇静
vi. 平衡；准备好；悬着
vt. 使平衡；保持...姿势"
poke,"n. 戳；刺；袋子；懒汉
vt. 刺，捅；戳；拨开
vi. 刺，捅；戳；伸出；刺探；闲荡"
polish,找不到解释
poll,"n. 投票；民意测验；投票数；投票所
adj. 无角的；剪过毛的；修过枝的
vt. 投票；剪短；对…进行民意测验；获得选票
vi. 投票"
ponder,"vi. 考虑；沉思
vt. 仔细考虑；衡量"
pop,abbr. 卖点广告（Point of Purchase）
portray,vt. 描绘；扮演
pose,"vi. 摆姿势；佯装；矫揉造作
vt. 造成，形成；摆姿势；装模作样；提出…讨论
n. 姿势，姿态；装模作样"
possess,vt. 控制；使掌握；持有；迷住；拥有，具备
postpone,"vt. 使…延期；把…放在次要地位；把…放在后面
vi. 延缓，延迟；延缓发作"
potential,"n. 潜能；可能性； 电势
adj. 潜在的；可能的；势的"
pound,"n. 英镑；重击，重击声；兽栏；拘留所
vt. 捣烂；敲打；监禁，拘留
vi. 连续重击，猛击"
poverty,n. 贫困；困难；缺少；低劣
practicable,adj. 可用的；行得通的；可实行的
practical,adj. 实际的；实用性的
preach,"n. 说教
vt. 说教；讲道；鼓吹；传道；反复灌输
vi. 说教；讲道；鼓吹；宣扬"
precaution,"n. 预防，警惕；预防措施
vt. 警惕；预先警告"
precede,"vt. 领先，在…之前；优于，高于
vi. 领先，在前面"
precise,adj. 精确的；明确的；严格的
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
predominant,adj. 主要的；卓越的；支配的；有力的；有影响的
prejudice,"n. 偏见；侵害
vt. 损害；使有偏见"
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
premise,"n. 前提；上述各项；房屋连地基
vt. 引出，预先提出；作为…的前提
vi. 作出前提"
preoccupation,n. 全神贯注，入神；当务之急；关注的事物；抢先占据；成见
prescribe,"vt. 规定；开处方
vi. 规定；开药方"
preserve,"n. 保护区；禁猎地；加工成的食品
vt. 保存；保护；维持；腌；禁猎"
preside,"vi. 主持，担任会议主席
vt. 管理"
prestige,n. 威望，声望；声誉
presumably,adv. 大概；推测起来；可假定
prevail,vi. 盛行，流行；战胜，获胜
prey,"n. 捕食；牺牲者；被捕食的动物
vi. 捕食；掠夺；折磨"
prick,"n. 刺，扎；刺痛，刺伤；阴茎；锥
vt. 刺，戳；刺伤，刺痛；竖起
vi. 刺；竖起
adj. 竖起的"
prime,"n. 初期；青年；精华；全盛时期
adj. 主要的；最好的；基本的
vt. 使准备好；填装
vi. 作准备
adv. 极好地"
primitive,"n. 原始人
adj. 原始的，远古的；简单的，粗糙的"
principal,"adj. 主要的；资本的
n. 首长；校长；资本；当事人"
principle,n. 原理，原则；主义，道义；本质，本义；根源，源泉
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
privacy,n. 隐私；秘密；隐居；隐居处
probe,"n. 探针；调查
vi. 调查；探测
vt. 探查；用探针探测"
proceed,"vi. 开始；继续进行；发生；行进
n. 收入，获利"
proclaim,vt. 宣告，公布；声明；表明；赞扬
productive,adj. 能生产的；生产的，生产性的；多产的；富有成效的
proficient,"n. 精通；专家，能手
adj. 熟练的，精通的"
profile,"n. 侧面；轮廓；外形；剖面；简况
vt. 描…的轮廓；扼要描述
vi. 给出轮廓"
profit,"n. 利润；利益
vt. 有益于
vi. 获利；有益"
profound,adj. 深厚的；意义深远的；渊博的
prohibit,vt. 阻止，禁止
prolong,vt. 延长；拖延
prominent,adj. 突出的，显著的；杰出的；卓越的
promising,"v. 许诺，答应（promise的现在分词形式）
adj. 有希望的，有前途的"
promote,"vi. 成为王后或其他大于卒的子
vt. 促进；提升；推销；发扬"
prompt,"n. 提示；付款期限；DOS命令：改变DOS系统提示符的风格
adj. 敏捷的，迅速的；立刻的
vt. 提示；促进；激起；（给演员）提白
adv. 准时地"
proof,"n. 证明；证据；校样；考验；验证；试验
adj. 防…的；不能透入的；证明用的；耐…的
vt. 试验；校对；使不被穿透"
property,n. 性质，性能；财产；所有权
proportion,"n. 比例，占比；部分；面积；均衡
vt. 使成比例；使均衡；分摊"
propose,"vi. 建议；求婚；打算
vt. 建议；打算，计划；求婚"
prosecute,"vt. 检举；贯彻；从事；依法进行
vi. 起诉；告发；作检察官"
prospect,"n. 前途；预期；景色
vt. 勘探，勘察
vi. 勘探，找矿"
prosperous,adj. 繁荣的；兴旺的
protest,"n. 抗议
adj. 表示抗议的；抗议性的
vt. 抗议；断言
vi. 抗议；断言"
provided,"conj. 假如；倘若
v. 提供；给予（provide的过去式）"
provisional,"adj. 临时的，暂时的；暂定的
n. 临时邮票"
provoke,vt. 驱使；激怒；煽动；惹起
prudent,adj. 谨慎的；精明的；节俭的
punctual,adj. 准时的，守时的；精确的
qualify,"vi. 取得资格，有资格
vt. 限制；使具有资格；证明…合格"
query,"n. 疑问，质问；疑问号 ； 查询
vi. 询问；表示怀疑
vt. 询问；对……表示疑问"
quest,"n. 追求；寻找
vt. 探索
vi. 追求；寻找"
quit,"n. 离开； 退出
vt. 离开；放弃；停止；使…解除
adj. 摆脱了…的；已经了结的
vi. 离开；辞职；停止"
quota,n. 配额；定额；限额
quote,"n. 引用
vi. 报价；引用；引证
vt. 报价；引述；举证"
rack,"n.  齿条；架子；拷问台
vt. 折磨；榨取
vi. 变形；随风飘；小步跑"
radiate,"adj. 辐射状的，有射线的
vi. 辐射；流露；发光；从中心向各方伸展
vt. 辐射；传播；流露；发射；广播"
radical,"n. 基础；激进分子； 原子团； 根数
adj. 激进的；根本的；彻底的"
rage,"n. 愤怒；狂暴，肆虐；情绪激动
vi. 大怒，发怒；流行，风行"
raid,"n. 袭击；突袭；搜捕；抢劫
vt. 袭击，突袭
vi. 对…进行突然袭击"
random,"n. 随意
adj.  随机的；任意的；胡乱的
adv. 胡乱地"
rank,"n. 排；等级；军衔；队列
adj. 讨厌的；恶臭的；繁茂的
vt. 排列；把…分等
vi. 列为；列队"
rash,"n.  皮疹；突然大量出现的事物
adj. 轻率的；鲁莽的；不顾后果的"
rate,"n. 比率，率；速度；价格；等级
vt. 认为；估价；责骂
vi. 责骂；被评价"
ratio,n. 比率，比例
ravage,"n. 蹂躏，破坏
vt. 毁坏；破坏；掠夺
vi. 毁坏；掠夺"
react,"vi. 反应；影响；反抗；起反作用
vt. 使发生相互作用；使起化学反应"
rear,"n. 后面；屁股；后方部队
adj. 后方的；后面的；背面的
vt. 培养；树立；栽种
adv. 向后；在后面
vi. 暴跳；高耸"
rebuke,"n. 非难，指责；谴责，鞭策
vt. 指责，非难；制止；使相形见绌"
recall,"n. 召回；回忆；撤消
vt. 召回；回想起，记起；取消"
recede,"vi. 后退；减弱
vt. 撤回"
receptive,adj. 善于接受的；能容纳的
recess,"n. 休息；休会；凹处
vt. 使凹进；把…放在隐蔽处
vi. 休息；休假"
reciprocal,"n.  倒数；互相起作用的事物
adj. 互惠的；相互的；倒数的，彼此相反的"
reckless,adj. 鲁莽的，不顾后果的；粗心大意的
reckon,"vi. 估计；计算；猜想，料想
vt. 测算，估计；认为；计算"
reclaim,"n. 改造，感化；再生胶
vt. 开拓；回收再利用；改造某人，使某人悔改
vi. 抗议，喊叫"
recognizable,adj. 可辨认的；可认识的；可承认的
recollect,v. 回忆，想起
recommend,"vt. 推荐，介绍；劝告；使受欢迎；托付
vi. 推荐；建议"
reconcile,vt. 使一致；使和解；调停，调解；使顺从
redeem,vt. 赎回；挽回；兑换；履行；补偿；恢复
refer,"vt. 涉及；委托；归诸于；使…求助于
vi. 参考；涉及；提到；查阅"
refine,vt. 精炼，提纯；改善；使…文雅
reflect,"vt. 反映；反射，照出；表达；显示;反省
vi. 反射，映现；深思"
reform,"n. 改革，改良；改正
adj. 改革的；改革教会的
vt. 改革，革新；重新组成
vi. 重组；改过"
refrain,"n. 叠句，副歌；重复
vi. 节制，克制；避免；制止"
refresh,"vt. 更新；使……恢复；使……清新；消除……的疲劳
vi. 恢复精神；喝饮料，吃点心；补充给养"
refute,vt. 反驳，驳斥；驳倒
regardless,"adj. 不管的；不顾的；不注意的
adv. 不顾后果地；不管怎样，无论如何；不惜费用地"
regime,n. 政权，政体；社会制度；管理体制
regulate,vt. 调节，规定；控制；校准；有系统的管理
rehabilitate,"vt. 使康复；使恢复名誉；使恢复原状
vi. 复兴；复权；恢复正常生活"
reinforce,"n. 加强；加固物；加固材料
vt. 加强，加固；强化；补充
vi. 求援；得到增援；给予更多的支持"
reject,"n. 被弃之物或人；次品
vt. 拒绝；排斥；抵制；丢弃"
release,"n. 释放；发布；让与
vt. 释放；发射；让与；允许发表"
relevant,adj. 相关的；切题的；中肯的；有重大关系的；有意义的，目的明确的
reliable,"n. 可靠的人
adj. 可靠的；可信赖的"
relieve,vt. 解除，减轻；使不单调乏味；换…的班；解围；使放心
reluctant,adj. 不情愿的；勉强的；顽抗的
rely,vi. 依靠；信赖
remark,"n. 注意；言辞
vt. 评论；觉察
vi. 谈论"
remind,vt. 提醒；使想起
remove,"n. 移动；距离；搬家
vt. 移动，迁移；开除；调动
vi. 移动，迁移；搬家"
render,"n. 打底；交纳；粉刷
vt. 致使；提出；实施；着色；以…回报
vi. 给予补偿"
renounce,"n. 垫牌
vt. 宣布放弃；与…断绝关系；垫牌
vi. 放弃权利；垫牌"
renovate,vt. 更新；修复；革新；刷新
repeal,"n. 废除；撤销
vt. 废除；撤销；废止；放弃；否定"
repel,vt. 击退；抵制；使厌恶；使不愉快
repent,"adj.  匍匐生根的； 爬行的
vi. 后悔；忏悔
vt. 后悔；对…感到后悔"
replace,vt. 取代，代替；替换，更换；归还，偿还；把…放回原处
represent,"vt. 代表；表现；描绘；回忆；再赠送
vi. 代表；提出异议"
reproach,"n. 责备；耻辱
vt. 责备；申斥"
request,"n. 请求；需要
vt. 要求，请求"
rescue,"n. 营救；援救；解救
vt. 营救；援救"
resent,vt. 怨恨；愤恨；厌恶
reserve,"n. 储备，储存；自然保护区；预备队；缄默； 储备金
vt. 储备；保留；预约
vi. 预订"
reside,vi. 住，居住；属于
resign,"n. 辞去职务
vi. 辞职
vt. 辞职；放弃；委托；使听从"
resist,"n.  抗蚀剂；防染剂
vt. 抵抗；忍耐，忍住
vi. 抵抗，抗拒；忍耐"
resolve,"n. 坚决；决定要做的事
vt. 决定；溶解；使…分解；决心要做…
vi. 解决；决心；分解"
resort,"n. 凭借，手段；度假胜地；常去之地
vi. 求助，诉诸；常去；采取某手段或方法"
resourceful,adj. 资源丰富的；足智多谋的；机智的
respective,adj. 分别的，各自的
responsible,adj. 负责的，可靠的；有责任的
restore,"vi. 恢复；还原
vt. 恢复；修复；归还"
restrain,vt. 抑制，控制；约束；制止
restrict,vt. 限制；约束；限定
resume,"n. 摘要； 履历，简历
vi. 重新开始，继续
vt. 重新开始，继续；恢复，重新占用"
retain,vt. 保持；雇；记住
retort,"n. 反驳，顶嘴；曲颈瓶
vi. 反驳，回嘴
vt. 反驳，反击"
retreat,"n. 撤退；休息寓所；撤退
vt. 退（棋）；使后退
vi. 撤退；退避；向后倾"
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露"
revenge,"n. 报复；复仇
vt. 报复；替…报仇；洗雪
vi. 报仇；雪耻"
revenue,n. 税收，国家的收入；收益
revise,"n. 修订；校订
vi. 修订；校订；复习功课
vt. 修正；复习；校订"
revive,"vt. 使复兴；使苏醒；回想起；重演，重播
vi. 复兴；复活；苏醒；恢复精神"
revolve,"n. 旋转；循环；旋转舞台
vt. 使…旋转；使…循环；反复考虑
vi. 旋转；循环出现；反复考虑"
rid,vt. 使摆脱；使去掉
rigid,adj. 严格的；僵硬的，死板的；坚硬的；精确的
rough,"n. 艰苦；高低不平的地面；未经加工的材料；粗糙的部分
adj. 粗糙的；粗略的；粗野的；艰苦的；未经加工的
vt. 使粗糙；粗暴对待；草拟
adv. 粗糙地；粗略地；粗暴地
vi. 举止粗野"
sack,"n. 麻布袋；洗劫
vt. 解雇；把……装入袋；劫掠"
sacred,adj. 神的；神圣的；宗教的；庄严的
sacrifice,"n. 牺牲；祭品；供奉
vt. 牺牲；献祭；亏本出售
vi. 献祭；奉献"
sake,n. 目的；利益；理由；日本米酒
sanction,"n. 制裁，处罚；认可；支持
vt. 制裁，处罚；批准；鼓励"
sane,adj. 健全的；理智的； 神志正常的
satire,n. 讽刺；讽刺文学，讽刺作品
satirize,"vt. 讽刺；挖苦
vi. 写讽刺作品"
saturate,"adj. 浸透的，饱和的；深颜色的
vt. 浸透，使湿透；使饱和，使充满"
savage,"n. 未开化的人；粗鲁的人；残暴成性的人
adj. 野蛮的；残酷的；狂怒的；荒凉的
vt. 乱咬；粗暴的对待"
scan,"n. 扫描；浏览；审视；细看
vt. 扫描；浏览；细看；详细调查；标出格律
vi. 扫描；扫掠"
scandal,n. 丑闻；流言蜚语；诽谤；公愤
scarcely,adv. 几乎不，简直不；简直没有
scare,"n. 恐慌；惊吓；惊恐
vt. 惊吓；把…吓跑
adj. （美）骇人的
vi. 受惊"
scatter,"n. 分散；散播，撒播
vt. 使散射；使散开，使分散；使散播，使撒播
vi. 分散，散开；散射"
sceptical,adj. 怀疑的；怀疑论的；习惯怀疑的
scold,"n. 责骂；爱责骂的人
vt. 骂；责骂
vi. 责骂；叱责"
scorn,"n. 轻蔑；嘲笑；藐视的对象
vt. 轻蔑；藐视；不屑做
vi. 表示轻蔑；表示鄙视"
scotch,找不到解释
scramble,"n. 抢夺，争夺；混乱，混乱的一团；爬行，攀登
vi. 爬行，攀登；不规则地生长；仓促行动
vt. 攀登；使混杂，仓促凑成；扰乱"
scrape,"n. 刮掉；擦痕；困境；刮擦声
vt. 刮；擦伤；挖成
vi. 刮掉；刮出刺耳声"
scratch,"n. 擦伤；抓痕；刮擦声；乱写
adj. 打草稿用的；凑合的；碰巧的
vt. 抓；刮；挖出；乱涂
vi. 抓；搔；发刮擦声；勉强糊口；退出比赛"
scribble,"n. 潦草写成的东西；潦草的写法；杂文
vt. 乱写；滥写；潦草地书写
vi. 乱写；乱涂"
scrub,"n. 矮树；洗擦；擦洗者；矮小的人（或物）
vt. 用力擦洗；使净化
vi. 擦洗；进行手臂消毒
adj. 矮小的；临时凑合的；次等的"
scrutiny,n. 详细审查；监视；细看；选票复查
seal,"n. 密封；印章；海豹；封条；标志
vt. 密封；盖章
vi. 猎海豹"
selective,"adj. 选择性的
讲究的
有选择地
有选择性地
仔细挑选地"
sensible,"n. 可感觉到的东西; 敏感的人;
adj. 明智的; 通情达理的; 合乎情理的; 意识到的，能感觉到的;"
sensitive,"adj. 敏感的；感觉的； 灵敏的；感光的；易受伤害的；易受影响的
n. 敏感的人；有灵异能力的人"
serene,"n. 平静；晴朗
adj. 平静的；安详的；清澈的；晴朗的
vt. 使平静"
series,n. 系列，连续； 串联；级数；丛书
sever,"vt. 割断，断绝；分开；使分离
vi. 断；裂开；分离"
