ability,n. 能力，能耐；才能
bring out,"na. 公布；说出；出版；上演
 生产；阐明；说明"
bring through,"na. 帮助(某人)脱离险境；救活
 治愈；使脱险；使安全度过"
bring sb. to,"na. 使恢复知觉；使停船
 使复苏；使苏醒；加进"
bring up,"na. 抚养；教导；教育；在…长大
 培养；提出；养育"
build into,"v. 建入
 使固定于；使成为…的一部分；使成为组成部分"
build in,"na. 加入；埋入；围以(房屋,围墙等)
 固定；插入；内建"
build on,"na. 依赖；把…建筑于
 以……为基础；建立于；把…建立于"
build upon,"na. “build on”的变体；同“build on ”
 建立于；以……为基础；建立在…基础之上"
build up,"na. 同“build”；建立；复兴；集结(部队)
 逐步建立；增进；积累"
but for,"na. 要不是；除…而外
 如果没有；倘没有；要是没有"
by all means,"na. 必定；千方百计；不惜一切；好的
 务必；一定；无论如何"
by far,"na. (修饰比较级,最高级,表示数量,程度等)…得多；尤其；更
 到目前为止；非常；最多"
by means of,"na. 以
 用；依靠；借助于"
by no means,"na. 决不；并没有
 一点也不；绝不；无论如何决不"
by the way,"na. 见 way 条
 顺便说一句；顺便问一下；顺便说一下"
by turns,"na. 轮流
 交替；轮流地；轮换地"
by way of,"na. 当做；作出…的样子；经由；以便
 通过…方式；取道；经过"
call back,"na. 取消；喊回；回一个电话；再打一个电话来
 回电话；收回；回调"
call for,"na. 呼吁；主张；需要；接(某人)
 要求；提倡；号召"
call in,"na. 招；叫进；引入；调入
 召来；来访；收回"
call off,"na. 命令停止；丢手；取消(婚约)；点(名)
 放弃；叫走，叫开；转移开"
call on,"na. 号召；指名要(某人)去干(某事)；请求；访问
 拜访；呼吁；拜访某人"
call upon,"na. “call on”的变体；同“call on ”
 号召；拜访；求告"
call up,"na. 传；动员；打电话给；呼唤
 召集；使想起；召唤"
carry forward,"na. 推进；发扬；结转；使进行
 发扬光大；弘扬；继承"
carry off,"na. 得(奖)；夺去；诱拐；(病)夺去人命
 夺走；携走；拿走"
carry out,"na. 实行；开展；完成
 执行；实现；贯彻"
carry on,"adj. (飞机乘客的行李)可随身携带的
n. (飞机乘客的)随身行李
 继续；继续下去；进行"
carry out,"na. 实行；开展；完成
 执行；实现；贯彻"
carry over,"na. 贮存(货物等)供下季供应；将(账目等)结转(次页)
 继续下去；遗留下来；重赛"
carry through,"na. 完成(计划等)；坚持到底
 贯彻；进行；进行到底"
catch at,"na. 抓住(东西)；欢迎(意见等)
 想抓住；试图抓住；渴望取得"
catch on,"na. 流行；受欢迎；理解；懂得
 明白；流行起来；变得流行"
catch out,"na. 接住球使击球员退出；看破
 发现；发觉；看出"
catch up with,"v. 赶上
 追上；赶上某人；跟上"
check in,"v. 报到；(旅馆)登记
 入住；办理登记手续；签到"
check out,"na. 开支票(提款)；(旅馆)付账后离开；及格；死
 退房；检查；结帐"
check up,"na. 检查；试验(工作的效率,精确程度等)
 核对；体检；检验"
check up on,"na. “check on”的变体
 检查；核对；校对"
clean out,"na. 扫除干净；(把钱)花完
 清除；打扫干净；清扫"
clean up,"na. 收拾干净；改正；赚厚利
 打扫；打扫干净；清除"
clear away,"na. 扫除；砍去；(雾等)消散
 收拾；把…清除掉；去掉"
clear off,"na. 理清(工作等)；清算；卖掉；撵走
 清除；消散；摆脱"
clear out,"na. 清空；腾空；清理；匆忙离开
 清除；清仓甩卖；扫出"
clear up,"na. 整顿；说明；(天气)转晴
 放晴；整理；清理"
come about,"na. 发生；(风等)变向；抢风调向
 产生；迎风折驶；形成"
come across,"na. 尽(义务)；发现；碰见；(穿过…)来到
 遇见；偶然遇见；碰到"
come along,"na. 进步；同意；一道来；请过来
 出现；进展；快点"
come apart,"na. (精神)错乱；分开了
 崩溃；破裂；瓦解"
come around,"na. 赶上；达到；袭击
 苏醒；顺便过来；拜访"
come round,"na. 苏醒；(生气的人)消除怒气；(病后)复原；(从某处)转来
 到来；再来；回心转意"
come at,"v. 得到；达到
 袭击；攻击；求得"
come between,"na. 介入…之间；离间
 介入……之间；在…中间；妨碍"
come by,"na. 到手；通过附近；拜访
 得到；获得；看望"
come down to,"v. 降至；归结起来；变为；归结为
 可归结为；到达；归根结底"
come down,"na. 败落；退步；(飞机的)下降
 下来；病倒；降落"
come in for,"na. 来取；接受；受到(处分等)
 领取；得到；遭到"
come off,"na. 同“come across”；(人)走了；(扣子,齿,发)脱落
 成功；实现；举行"
come on,"na. (演员)出台；进行(很好)；(暴风雨等)起；(病,苦痛等)加深
 来吧；加油；快点"
come out,"na. 出来
 出现；出柜；现身"
come through,"na. 胜利；脱险；支付；捐献
 经历；成功；安然度过"
come to,"na. 总计为；结果是；苏醒；把船朝着风头
 达到；来到；恢复知觉"
come up against,"na. 遭到(反对)；与…矛盾
 碰到；遇到；与...矛盾"
come up to,"na. 到达；不亚于；不负(期待)
 达到；符合；达到，符合"
come up with,"na. 想出(一个主意或计划)；提出；提供；筹措
 赶上；找到；想出某事"
come up,"na. 走近；上升；抬头；(暴风雨等)起
 上来；出现；发生"
count against,"un. 算……失分；不利于
 认为对…不利；被认为对…不利；统统都要计入"
count down,"na. (9,8,7,… 0 地)倒数；(火箭发射时)倒数秒数
 倒计时；倒数计时；倒计数"
count in,"na. 算入
 把…计算在内；把……算入；算上"
count on,"na. 指望；预料到；期望
 依靠；依赖；期待"
count upon,"na. 指望；依赖
 依靠；仰赖；料想"
count out,"na. 一面数一面取出；一面数一面分开；除开
 点数；算出；点…的数"
count up,"v. 数到；数完
 共计；算出…的总数；把…加起来"
cut across,"na. 对直穿过；同“cut”
 抄近路；抄近路穿过；走捷径"
cut back,"na. 缩减；修剪(树枝等)；回叙往事
 削减；减少；消减"
cut down,"na. 砍倒；削减；减价；夺去…活动力
 减少；缩短；降低"
cut in,"na. 突然插入；(汽车)超车；抢去别人的舞伴；在电话里窃听
 插嘴；插嘴，打断；超车抢挡"
cut off,"na. 削除；截止；截断(退路等)；割下来
 切断；断绝；切掉"
cut out,"na. 割掉；除去；剪下；开辟
 停止；删除；切掉"
do away with,"na. 废除；干掉
 去掉；除去；消灭"
do with,"na. 对付；忍耐；与…相处
 处理；处置；需要"
do without,"na. 无需
 没有…也行；不用；将就"
draw in,"na. 拉入；引入；收(网等)；收回(借款等)
 引诱；到站；紧缩开支"
draw on,"na. 穿；依赖；靠；吸收
 利用；戴上；动用"
draw upon,"v. 利用
 逐渐靠近；吸取；动物生理学"
draw up,"na. 写出；正容；整(队)；拉起(鱼网等)
 起草；草拟；停住"
even if,"na. 即使…也
 纵然；就算；甚至"
even though,"na. “even if”的变体
 即使；尽管；虽然"
fall back on,"na. 撤退到…线；求助于
 转而依靠；依赖；借助于"
fall back,"na. 后退；下降；减少
 撤退；回落；退后"
fall behind,"na. 落后；跟不上；落下；拖欠
 落在后面；落后于；掉队"
fall for,"v. 爱慕(某人)；赞赏(某事)；上当；受骗
 爱上；爱上，迷恋；信以为真"
fall in with,"na. “meet with”的变体
 与……一致；同意；符合"
fall on,"na. 开始(行动)；袭击；适逢；忽然看出来
 落到；落在……上面；叠印"
fall upon,"na. 开始(行动)；进攻；(节日)正当；忽然看出来
 适逢；落在；开始行动"
fall out,"v. 吵架；争执；闹僵；分手
 争吵；脱落；闹翻"
fall through,"na. 失败
 落空；成为泡影；告吹"
fall to,"na. 着手；开始用餐；争吵起来；开始攻击
 成为泡影；降至；下降到"
for all,"na. 无论…怎样；虽有…仍然
 尽管；虽然；所有"
for one's sake,"un. 行行好；看在…面上；为了…自己好；为…着想
 为了...的缘故；为……起见；为......着想"
get about,"na. 走动；旅行；(消息等)传开；忙于工作
 参加社会活动；流传；徘徊"
get across,"na. 使了解；使通过；使人了解；与(人)冲突
 讲清楚；说明；使被理解"
get ahead,"na. 获得成功；前进
 进步；超过；走在前面"
get along,"na. 过日子；生活；团结；进步
 相处；进展；过活"
get around,"na. 回避(事实)；往来；避开(法律等)；智胜(某人)
 走动；规避；四处走动"
get round,"na. 使敌对各方坐下谈判；同“get around ”
 传开；说服；消息传开"
get at,"na. 抓住；了解；到达；拿得到
 够得着；意指；接近"
get away,"na. 逃脱；出发；把…送出
 离开；逃离；逃跑"
get back,"na. 取回；回来；送回；报复
 返回；回家；恢复"
get by,"na. 走过；勉强混过去
 通过；过得去；勉强生存"
get down,"na. 开始认真对待；落下；下车；写下
 下来；从…下来；降下"
get into,"na. 进入；穿上；成癖；陷于
 陷入；卷入；养成"
get in,"na. 进入；收(庄稼)；收集(税收,捐款等)；插入
 到达；收割；进站"
get off,"na. 下车；脱下(衣服等)；脱(衣)；下(马)
 下来；动身；离开"
get on,"na. 上马；安上；过日子；相投 (with together)
 上车；进展；相处"
get out,"na. 摆脱；走出；出去!
 离开；滚开；滚出去"
get over,"na. 同“get across”
 克服；恢复；越过"
get through,"na. 花光；了结；(使)通过(议案)；及格
 到达；度过；接通"
get together,"na. 聚集；集合；汇齐；积累
 聚会；相聚；联欢"
get up,"na. 起床；起身；站起来；叫…起床
 起立；打扮；安排"
give away,"na. 赠送；分发；放弃；露马脚
 泄露；出卖；分送"
give back,"na. 归还；返回；往后站；凹陷
 恢复；送还；后退"
give in,"na. 让步；屈服；投降；上交
 交上；认输；放弃"
give off,"na. 发散(水蒸气等)
 发出；放出；释放"
give out,"na. 发表；放出；分发
 发出；用完；用尽"
give over to,"v. 把…留作；专用为鳡
 把…留作特定用途；专用于；献身于"
give up,"na. 放弃；断绝；投降；自首
 停止；抛弃；认输"
give way,"na. 倒塌；忍不住…了出来；划起来；(价格)跌落
 让路；让步；屈服"
go about,"na. 走来走去；着手(工作)；(谣言等)流传；掉转船头
 从事；着手做；忙于"
go after,"na. 追求
 追逐；追赶；寻找"
go against,"na. 违背；不利于
 反对；违反；不顺心"
go ahead,"na. 取得进展
 继续；前进；干吧"
go along,"na. 前进
 进行；沿着……一直走；同意"
go around,"na. 扑过去；兴冲冲开始干
 足够分配；重飞；复飞"
go round,"na. 绕着走；迂回着走；运行；(食物等)人人分到
 顺便去；绕道走；足够分配"
go at,"un. 绕道；着手；执行；攻击:
 扑向；从事于；着手做，努力做"
go back on,"na. “Go back from”的变体
 违背；食言；背弃"
go by,"na. 走过；以…为根据(作判断)；顺道访问；受…所控制
 过去；经过；依照"
go down,"na. 下去；(飞机)坠落；继续到  (风,浪等)平静下来；消退
 下降；下沉；下降，降低"
go for,"na. 去喊；拥护；被认为；袭击
 适用于；为……去；支持"
go in for,"na. 赞成；寻求；参加
 从事；追求；爱好"
go into,"na. 进入；(门等)通着；加入；参与
 调查；从事；研究"
go off,"na. 进行得 (well； badly)；(话等)冒出
 爆炸；离开；离去"
go on,"na. 往前走；继续…下去 (with； doing)；日子过得
 发生；进行；继续下去"
go out of one's way,"na. 绕弯儿走；不怕麻烦；特地；故意
 特别费心；特地做；想尽办法"
go out,"na. 出去；灭；辞职；下台
 熄灭；外出；过时"
go over,"na. 仔细查看；仔细搜查；排练；重温
 复习；检查；仔细检查"
go through,"na. 认真检查；仔细地搜；(提案或法案)通过；被批准
 经历；经受；仔细检查"
go under,"na. 沉没；没落；失败；屈服
 破产；倒闭；死"
go up,"na. 上升；上城市去；腾贵；烧起来
 上涨；增长；上去"
go without,"na. 缺少；没有…而忍受过去
 没有…也行；不享受；无需，没有…也行"
go with,"na. 同…一致；跟…谈恋爱；带有；领会
 伴随；与…相配；跟…相配"
had rather,"na. 还是…的好
 宁愿；情愿；宁愿……也不"
had rather than,找不到解释
would rather,"na. 宁愿
 宁可；宁可…也不；宁肯"
would rather than,宁愿...而不愿；与其…不如
hand down,"na. 宣布(判决等)；传下来
 把…传下去；传给；传递"
hand in hand,"na. 手拉手；联合
 手牵手；携手；牵阮的手"
hand on,"na. 依次传递
 把…传下去；传下来；转交"
hand out,"na. 分；拿出来；施舍
 分发；散发；分给"
hand over,"v. 转交；递给；送交(警察或有关当局)处理；移交(权力等)
 交出；让与；交给"
hang about,"na. 荡来荡去；缠住不放；在附近逗留
 闲荡；徘徊；闲逛"
hang around,"na. 在附近徘徊；踌躇不前
 闲荡；闲逛；逗留"
hang on to,"na. 紧紧握住
 坚持下去；紧紧抓住；保留"
hang on,"v. 坚守；守住；坚持；支撑着
 坚持下去；抓紧不放；等一下"
hang together,"na. 符合；团结一致；结合在一起；前后照应
 结合在一起；团结合作，互相支持；不矛盾"
hang up,"v. 挂断电话；挂机；悬挂；耽搁
 挂起；把…挂起来；挂电话"
hold back,"na. 阻止；踌躇；隐瞒；抑制
 退缩；控制；退缩不前"
hold down,"na. 压制；牵制；阻止；压低(物价等)
 抑制；缩减；保有"
hold forth,"v. 提供；大发议论
 滔滔不绝地讲；滔滔不绝地说；滔滔不绝地表达"
hold on to,"na. 赖着不走
 坚持；紧紧抓住；抓住不放"
hold onto,"na. 盘据
 紧紧抓住；坚持；保住"
hold on,"na. 拉住；继续；坚持下去；(打电话时)不挂断
 等一等；坚持住；等一下"
hold out,"na. 伸出；提出；维持；制止
 坚持；支持；坚持，不屈服"
hold over,"na. 将…延迟；保存；期满后继续任职；期满后继续占有
 推迟；延期；拖延"
hold up,"v. 举起；支撑；耽误；抢劫
n. 抢劫；延误；堵车
 阻挡；耽搁；拿起"
hold with,"na. 同意；和…抱同一意见
 赞成；赞同；原谅"
in a way,"na. 在某一点上
 在某种程度上；从某种程度上说；在某点"
in a sense,"na. 在某种意义上；有一点儿
 从某种意义上说；就某种意义来说；就某种意义而言"
in one sense, 的意思；就某种意义上说；在某种意义上
in all,"na. 总计
 总共；一共；总共，合计"
in any case,"na. 无论如何；横竖
 不管怎样；总之；在任何情况下"
in any event,"na. “at all events”的变体
 无论如何；不管怎样；不论怎样"
in case,"na. 以防万一；作为准备；如果；免得
 假使；假如；以防免得"
in case of,"na. 要是
 万一；假使；如果"
in check, 在控制中，被阻止，（象棋中）（敌方主帅）处于被将军地位
in no case,"na. 决不
 在任何情况下都不；绝不要；无论如何不"
in no way,"na. 决不
 一点也不；绝不；无论如何不"
in spite of,"na. spite of 不管；无视
 尽管；不顾；虽然"
in the way,"na. 在路上；妨碍
 挡道；挡路；妨碍人的"
in sb.'s way,找不到解释
in the event of,"na. 万一在…的时候
 如果发生；倘若；如果发生…万一"
in the event that, 如果；万一；假使
in the event,"na. 结果；如果
 到头来；终于；在事件"
in the first place,"na. 首先；第一
 起初；原先；第一点"
in the long run,"na. 归根到底；“in the long run/term”的变体
 从长远来看；最后；从长远观点看"
