state,"n. 国家；州；情形
adj. 国家的；州的；正式的
vt. 规定；声明；陈述"
mineral,"n. 矿物；（英）矿泉水；无机物；苏打水（常用复数表示）
adj. 矿物的；矿质的"
mischief,n. 恶作剧；伤害；顽皮；不和
missile,"n. 导弹；投射物
adj. 导弹的；可投掷的；用以发射导弹的"
mistress,n. 情妇；女主人；主妇；女教师；女能人
mob,"n. 暴民，暴徒；民众；乌合之众
vt. 大举包围，围攻；蜂拥进入
vi. 聚众生事，聚众滋事"
module,n.  模块；组件；模数
molecule,n.  分子；微小颗粒，微粒
moment,n. 片刻，瞬间，时刻；重要，契机
monarch,n. 君主，帝王；最高统治者
monster,"n. 怪物；巨人，巨兽；残忍的人
adj. 巨大的，庞大的"
monument,"n. 纪念碑；历史遗迹；不朽的作品
vt. 为…树碑"
mosaic,"adj. 摩西的；拼成的；嵌花式的
n. 马赛克；镶嵌；镶嵌细工"
mosquito,n. 蚊子
moss,"n. 苔藓；泥沼
vt. 使长满苔藓"
motel,n. 汽车旅馆
mountain,n. 山；山脉
mouse,"n. 鼠标；老鼠；胆小羞怯的人
vt. 探出
vi. 捕鼠；窥探"
mud,"vt. 弄脏；用泥涂
vi. 钻入泥中
n. 泥；诽谤的话；无价值的东西"
mug,"n. 杯子；脸；苦读者
vi. 扮鬼脸，做怪相
vt. 行凶抢劫"
multitude,n. 群众；多数
museum,n. 博物馆
mutton,n. 羊肉
napkin,n. 餐巾；餐巾纸；尿布
nation,n. 国家；民族；国民
navy,"n. 海军
深蓝色的"
neck,"n. 脖子；衣领；海峡
vi. 搂著脖子亲吻；变狭窄
vt. 使变细；与…搂著脖子亲吻"
necklace,n. 项链
needle,"n. 针；指针；刺激；针状物
vi. 缝纫；做针线
vt. 刺激；用针缝"
neighbor,"n. 邻居
adj. 邻近的
vi. 友好；毗邻而居
vt. 邻接"
neighborhood,n. 附近；街坊；接近；街区
nest,"n. 巢，窝；安乐窝；温床
vt. 筑巢；嵌套
vi. 筑巢；找鸟巢"
network,n. 网络；广播网；网状物
neutron,n.  中子
nickel,"n. 镍；镍币；五分镍币
vt. 镀镍于"
niece,n. 外甥女，侄女
nightmare,"n. 恶梦；梦魇般的经历
adj. 可怕的；噩梦似的"
nitrogen,n.  氮
noise,"n.  噪音；响声；杂音
vt. 谣传
vi. 发出声音；大声议论"
nonsense,"n. 胡说；废话
adj. 荒谬的
int. 胡说！"
noodle,n. 面条；笨蛋
notebook,n. 笔记本，笔记簿；手册
nucleus,n. 核，核心；原子核
numeral,"n. 数字
adj. 数字的；表示数字的"
nut,"n. 螺母，螺帽；坚果；难对付的人，难解的问题
vi. 采坚果"
nutrition,n. 营养，营养学；营养品
nylon,n. 尼龙， 聚酰胺纤维；尼龙袜
oak,"n. 橡树；橡木色；橡木家具
adj. 栎树的；栎木制的"
oar,"n. 桨；橹；桨手
vt. 划（船）
vi. 划行"
obesity,n. 肥大，肥胖
odor,n. 气味；名声
offspring,n. 后代，子孙；产物
onion,n. 洋葱；洋葱头
opera,n. 歌剧；歌剧院；歌剧团
orbit,"n. 轨道；眼眶；势力范围；生活常规
vi. 盘旋；绕轨道运行
vt. 绕…轨道而行"
orchard,n. 果园；果树林
orchestra,n. 管弦乐队；乐队演奏处
ore,n. 矿；矿石
organ,n.  器官；机构；风琴；管风琴；嗓音
ounce,n. 盎司；少量；雪豹
outlet,n. 出口，排放孔； 电源插座；销路；发泄的方法；批发商店
outskirts,n. 市郊，郊区
oven,n. 炉，灶；烤炉，烤箱
overcoat,n. 大衣，外套
overpass,"vt. 超越；胜过；忽略
n. 天桥；陆桥"
overtime,"n.  加班时间；延长时间；加时赛
adj. 超时的；加班的
vt. 使超过时间
adv. 加班地"
owl,n. 猫头鹰；枭；惯于晚上活动的人
ox,n. 牛；公牛
oxide,n.  氧化物
oxygen,n.  氧气， 氧
ozone,n.  臭氧；新鲜的空气
pad,"n. 衬垫；护具；便笺簿；填补
vi. 步行；放轻脚步走
vt. 填补；走"
paddle,"n. 划桨；明轮翼
vt. 拌；搅；用桨划
vi. 划桨；戏水；涉水"
pail,n. 桶，提桶
palace,n. 宫殿；宅邸；豪华住宅
palm,"n. 手掌；棕榈树；掌状物
vt. 将…藏于掌中"
pamphlet,n. 小册子
paperback,"n. 平装本；廉价本
adj. 纸面装订的；纸面平装本书籍的
vt. 以平装本出版"
paradigm,n. 范例；词形变化表
paradise,"n. 天堂
至福境地"
paragraph,"n. 段落；短评；段落符号
vt. 将…分段"
parameter,n. 参数；系数；参量
parasite,n. 寄生虫；食客
particle,n. 颗粒； 质点；极小量；小品词
passenger,n. 旅客；乘客；过路人；碍手碍脚的人
passerby,n. 行人，过路人
passport,n. 护照，通行证；手段
pastime,n. 娱乐，消遣
pasture,"n. 草地；牧场；牧草
vt. 放牧；吃草"
paw,"n. 爪子；手
vt. 抓，扒；亲昵地抚摸
vi. 用爪子抓；翻找"
peach,"n. 桃子；桃树；桃红色；受人喜欢的人（或物）
adj. 桃色的；用桃子制成的
vt. 告发
vi. 告密"
peanut,n. 花生
pear,n.  梨树；梨子
pearl,"n. 珍珠；珍珠色；杰出者；珍品
adj. 镶珍珠的；珍珠状的
vt. 使成珠状；用珍珠装饰；使呈珍珠色
vi. 采珍珠；成珍珠状"
peasant,n. 农民；乡下人
pebble,"n. 卵石；水晶透镜
vt. 用卵石铺"
pendulum,n. 钟摆；摇锤；摇摆不定的事态
peninsula,n. 半岛
penny,n. （美）分；便士
pepper,"n. 胡椒；辣椒；胡椒粉
vt. 加胡椒粉于；使布满"
percentage,n. 百分比；百分率，百分数
pet,"n. 宠物；生气；受宠爱的人
adj. 宠爱的
vt. 宠爱
vi. 生气；爱抚"
petroleum,n. 石油
pharmacy,n. 药房；配药学，药剂学；制药业；一批备用药品
philosophy,n. 哲学；哲理；人生观
physician,n.  医师；内科医师
physics,n. 物理学；物理现象
physique,n. 体格，体形
pie,"n. 馅饼；饼图；爱说话的人
vt. 使杂乱"
piece,"n. 块；件；篇；硬币
vt. 修补；接合；凑合"
pigeon,n. 鸽子
pilgrim,"n. 朝圣者；漫游者；（美）最初的移民
vi. 去朝圣；漫游"
pillar,"n. 柱子，柱形物；栋梁；墩
vt. 用柱支持"
pillow,"n. 枕头
vt. 垫；枕于…；使…靠在
vi. 枕着头；靠在枕上"
pine,"n.  松树；凤梨，菠萝
adj. 松木的；似松的
vt. 为…悲哀；哀悼
vi. 渴望，痛苦；憔悴"
pint,n. 品脱；一品脱的量；一品脱牛奶或啤酒
piracy,n. 海盗行为；剽窃；著作权侵害；非法翻印
pistol,"n. 手枪；信号枪
vt. 用手枪射击"
piston,n. 活塞
pit,"n. 矿井；深坑；陷阱；（物体或人体表面上的）凹陷；（英国剧场的）正厅后排；正厅后排的观众
vt. 使竞争；窖藏；使凹下；去…之核；使留疤痕
vi. 凹陷；起凹点"
plaintiff,n. 原告
platform,n. 平台；月台，站台；坛；讲台
playground,n. 运动场，操场；游乐场
plumber,n. 水管工；堵漏人员
poet,n. 诗人
pole,找不到解释
policy,n. 政策，方针；保险单
pond,"n. 池塘
vt. 筑成池塘
vi. 筑成池塘"
Pope,找不到解释
population,n. 人口； 种群， 群体；全体居民
porcelain,"n. 瓷；瓷器
adj. 瓷制的；精美的"
porch,n. 门廊；走廊
pork,"n. 猪肉
vt. 与女子性交"
port,"n. 港口，口岸；（计算机的）端口；左舷；舱门
vt. 持（枪）；左转舵
vi. 转向左舷"
porter,n. 门房；服务员；行李搬运工；守门人
postage,n. 邮资，邮费
postcard,n. 明信片
poster,n. 海报，广告；招贴
postman,n. 邮递员；邮差
pot,"n. 壶；盆；罐
vt. 把…装罐；射击；节略
vi. 随手射击"
poultry,"n. 家禽
家禽肉"
prank,"n. 恶作剧，开玩笑；戏谑
vt. 装饰；打扮
vi. 炫耀自己；胡闹"
prayer,n. 祈祷，祷告；恳求；祈祷文
precaution,"n. 预防，警惕；预防措施
vt. 警惕；预先警告"
preposition,n. 介词；前置词
pretext,"n. 借口；托辞
vt. 以…为借口"
princess,n. 公主；王妃；女巨头
pronoun,n. 代词
propaganda,n. 宣传；传道总会
prophet,n. 先知；预言者；提倡者
proposition,"n.  命题；提议；主题；议题
vt. 向…提议；向…求欢"
psychiatry,n. 精神病学；精神病治疗法
psychology,n. 心理学；心理状态
pub,n. 酒馆；客栈
pulse,"n.  脉冲；脉搏
vt. 使跳动
vi. 跳动，脉跳"
pupil,n. 学生； 瞳孔；未成年人
puppet,n. 木偶；傀儡；受他人操纵的人
pyramid,"n. 金字塔；角锥体
vt. 使…渐增；使…上涨；使…成金字塔状
vi. 渐增；上涨；成金字塔状"
quart,n. 夸脱（容量单位）；一夸脱的容器
quartz,n. 石英
quilt,"n. 被子；棉被
vt. 东拼西凑地编；加软衬料后缝制
vi. 缝被子"
quiz,"n. 考查；恶作剧；课堂测验
vt. 挖苦；张望；对…进行测验"
racket,"n. 球拍；吵闹，喧闹
vt. 过着花天酒地的生活
vi. 过着花天酒地的生活"
radar,n.  雷达，无线电探测器
radius,n. 半径，半径范围； 桡骨；辐射光线；有效航程
rag,"n. 破布；碎屑
vt. 戏弄；责骂
vi. 变破碎；穿着讲究"
railroad,"n. 铁路；铁路公司
vt. 由铁道运输；铺设铁路；以捏造不实之罪使入狱
vi. 在铁路工作；乘火车旅行；筑铁路"
railway,"n. （英）铁路；轨道；铁道部门
vi. 乘火车旅行"
rainbow,"n. 彩虹；五彩缤纷的排列；幻想
adj. 五彩缤纷的；彩虹状的
vt. 使呈彩虹状；如彩虹般装饰
vi. 呈彩虹状"
ray,"n. 射线；光线；鳐形目(Rajiformes)鱼
vt. 放射；显出
vi. 放射光线；浮现"
razor,"n. 剃刀
vt. 剃，用剃刀刮"
reality,n. 现实；实际；真实
recipe,n. 食谱； 处方；秘诀；烹饪法
rectangle,n. 矩形；长方形
reed,"n.  芦苇；簧片；牧笛；不可依靠的人
vt. 用芦苇盖；用芦苇装饰"
reel,"n. 蹒跚；眩晕；旋转
vt. 卷；使旋转
vi. 卷；眩晕；蹒跚地走；退缩"
regime,n. 政权，政体；社会制度；管理体制
religion,n. 宗教；宗教信仰
renaissance,n. 文艺复兴（欧洲14至17世纪）
renown,"n. 声誉；名望
vt. 使有声望"
repertoire,n. 全部节目；计算机指令系统；（美）某人或机器的全部技能
reptile,"n. 爬行动物；卑鄙的人
adj. 爬虫类的；卑鄙的"
republic,n. 共和国；共和政体
reservoir,n. 水库；蓄水池
residence,n. 住宅，住处；居住
rhythm,n. 节奏；韵律
rib,"n. 肋骨；排骨；肋状物
vt. 戏弄；装肋于"
ribbon,"n. 带；缎带；（勋章等的）绶带；带状物；勋表
vt. 把…撕成条带；用缎带装饰
vi. 形成带状"
rice,"n. 稻；米饭
vt. 把…捣成米糊状"
riddle,"n. 谜语；粗筛；谜一般的人、东西、事情等
vt. 解谜；给...出谜；充满于
vi. 出谜"
ridge,"n. 山脊；山脉；屋脊
vt. 使成脊状；作垄
vi. 成脊状"
rifle,"n. 步枪；来复枪
vt. 用步枪射击；抢夺；偷走"
robe,"n. 长袍，礼服；制服
vi. 穿长袍
vt. 使穿长袍"
rod,n. 棒；惩罚；枝条；权力
role,n. 角色；任务
roundabout,"n. 迂回路线；环状交叉路口
adj. 迂回的，绕道的；圆滚滚的"
rubber,"n. 橡胶；橡皮；合成橡胶；按摩师
adj. 橡胶制成的
vt. 涂橡胶于；用橡胶制造
vi. 扭转脖子看；好奇地引颈而望"
rubbish,"n. 垃圾，废物；废话
adj. 毫无价值的"
ruby,"n. 红宝石；红宝石色
adj. 红宝石色的
vt. 使带红宝石色"
rug,n. 小地毯；毛皮地毯；男子假发
sack,"n. 麻布袋；洗劫
vt. 解雇；把……装入袋；劫掠"
saddle,"n. 鞍，鞍状物；车座；拖具
vt. 承受；使负担；装以马鞍
vi. 跨上马鞍"
saga,n. 传说；冒险故事；英雄事迹
saint,找不到解释
salad,n. 色拉；尤指莴苣
sale,n. 销售；出售；拍卖；销售额；廉价出售
salvation,n. 拯救；救助
sanitation,n.  环境卫生；卫生设备；下水道设施
sauce,"n. 酱油；沙司；调味汁
vt. 使增加趣味；给…调味"
sausage,n. 香肠；腊肠；装香肠的碎肉
scarf,"n. 围巾；嵌接，嵌接处；头巾领巾
vt. 披嵌接；用围巾围"
scissors,"n. 剪刀；剪式跳法
v. 剪开；删除（scissor的第三人称单数）"
self,"n. 自己，自我；本质；私心
adj. 同一的
vt. 使自花授精；使近亲繁殖
vi. 自花授精"
semester,n. 学期；半年
semiconductor,n.  半导体
seminar,n. 讨论会，研讨班
setback,n. 挫折；退步；逆流
shaft,"n. 拍杆； 轴；箭杆；杆状物
vt. 利用；在……上装杆"
shark,"n. 鲨鱼；骗子
vt. 敲诈
vi. 诈骗"
sheet,"n. 薄片，纸张；薄板；床单
adj. 片状的
vt. 覆盖；盖上被单；使成大片
vi. 成片流动；大片落下"
shelf,n. 架子；搁板；搁板状物；暗礁
shell,"n. 壳，贝壳；炮弹；外形
vt. 剥皮；炮轰
vi. 剥落；设定命令行解释器的位置"
shopkeeper,n. 店主，老板
shorthand,"n. 速记；速记法
adj. 速记法的"
shutter,"n. 快门；百叶窗；关闭物；遮板
vt. 为…装百叶窗；以百叶窗遮闭"
siege,"n. 围攻；包围；围城；不断袭击；长期努力
vt. 围攻；包围"
sightseeing,"n. 观光；游览
v. 观光（sightsee的ing形式）；游览
adj. 观光的；游览的"
silk,"n. 丝绸；蚕丝；丝织物
adj. 丝的；丝绸的；丝制的
vi. （玉米）处于长须的阶段中"
siren,"n. 汽笛；迷人的女人；歌声动人的女歌手
adj. 迷人的
vt. 引诱
vi. 响着警报器行驶"
skull,n. 头盖骨，脑壳
skyscraper,n. 摩天楼，超高层大楼；特别高的东西
sleeve,"n.  套筒， 套管；袖子， 袖套
vt. 给……装袖子；给……装套筒"
slipper,"n. 拖鞋
vt. 用拖鞋打"
slogan,n. 标语；呐喊声
slum,"n. 贫民窟；陋巷；脏乱的地方
vi. （为猎奇或救济等）去贫民窟"
smog,n. 烟雾
snack,"n. 小吃，快餐；一份，部分
vi. 吃快餐，吃点心"
snowstorm,n. 暴风雪；雪暴
society,n. 社会；交往；社团；社交界
sociology,n. 社会学；群体生态学
software,n. 软件
sophomore,"n. 大学二年级生；（美）有二年经验的人
adj. 二年级的；二年级学生的"
sorrow,"n. 悲伤；懊悔；伤心事
vt. 为…悲痛
vi. 懊悔；遗憾；感到悲伤"
soul,"n. 灵魂；心灵；精神；鬼魂
adj. 美国黑人文化的"
source,n. 来源；水源；原始资料
spacecraft,n.  宇宙飞船，航天器
spaceship,n.  宇宙飞船
spade,"n. 铁锹，铲子
vt. 铲；把……弄实抹平
vi. 铲"
speaker,n. 演讲者；扬声器；说话者；说某种语言的人
spear,"n. 矛，枪
vt. 用矛刺"
speciality,n. 专业，专长；特性
specimen,n. 样品，样本；标本
spectacle,n. 景象；场面；奇观；壮观；公开展示；表相，假相 n.（复）眼镜
spine,n. 脊柱，脊椎；刺；书脊
spite,"n. 不顾；恶意；怨恨
vt. 刁难；使恼怒"
spokesman,n. 发言人；代言人
sponge,"n. 海绵；海绵状物
vt. 抹掉；用海绵擦拭；讨得
vi. 采集海绵；过寄生生活；海绵般地吸收"
sportsman,n. 运动员；运动家；冒险家
spouse,"n. 配偶
vt. 和…结婚"
squirrel,"n. 松鼠；松鼠毛皮
vt. 贮藏"
stadium,n. 体育场；露天大型运动场
stair,n. 楼梯，阶梯；梯级
staircase,n. 楼梯
stairway,n. 阶梯，楼梯
statesman,n. 政治家；国务活动家
stationery,n. 文具；信纸
statistics,n. 统计；统计学； 统计资料
statue,"n. 雕像，塑像
vt. 以雕像装饰"
steak,n. 牛排；肉排；鱼排
steel,"n. 钢铁；钢制品；坚固
adj. 钢制的；钢铁业的；坚强的
vt. 钢化；使冷酷"
steward,"n. 管家；乘务员；膳务员；工会管事
vi. 当服务员；当管事
vt. 管理"
stocking,n. 长袜
stomach,"n. 胃；腹部；胃口
vt. 忍受；吃下
vi. 忍受"
stool,"n. 凳子；粪便；厕所
vt. 引诱，诱捕
vi. 长新枝；分檗"
storey,n.  楼层；叠架的一层
stove,"n. 火炉；窑；温室
vt. 用火炉烤"
straw,"n. 稻草；吸管；一文不值的东西
adj. 稻草的；无价值的"
strawberry,n. 草莓；草莓色
strife,n. 冲突；争吵；不和
studio,n. 工作室； 演播室；画室；电影制片厂
suburb,n. 郊区；边缘
subway,"n. 地铁；地道
vi. 乘地铁"
suicide,"n. 自杀；自杀行为；自杀者
adj. 自杀的
vt. 自杀
vi. 自杀"
suite,n. （一套）家具；套房；组曲；（一批）随员，随从
sulfur,"n. 硫磺；硫磺色
vt. 用硫磺处理"
sunrise,n. 日出；黎明
sunset,n. 日落，傍晚
sunshine,n. 阳光；愉快；晴天；快活
supermarket,n. 超级市场；自助售货商店
surgeon,n. 外科医生
surname,"n. 姓，姓氏；绰号，别名
vt. 给…起别名；给…姓氏"
swan,"n. 天鹅；天鹅星座
vi. 游荡，闲荡"
sword,n. 刀，剑；武力，战争
symmetry,n. 对称（性）；整齐，匀称
symphony,n. 交响乐；谐声，和声
symposium,n. 讨论会，座谈会；专题论文集；酒宴，宴会
syndrome,n.  综合症状；并发症状；校验子；并发位
taboo,"n. 禁忌；禁止
adj. 禁忌的；忌讳的
vt. 禁忌；禁止"
tank,"n. 坦克；水槽；池塘
vt. 把…贮放在柜内；打败
vi. 乘坦克行进"
tariff,"n. 关税表；收费表
vt. 定税率；征收关税"
telegram,"n. 电报
vt. 用电报发送
vi. 发电报"
temperature,n. 温度；体温；气温；发烧
temple,n. 庙宇；寺院；神殿；太阳穴
tempo,n. 速度，发展速度；拍子
tenant,"n. 承租人；房客；佃户；居住者
vt. 租借（常用于被动语态）"
tennis,n. 网球（运动）
tent,"n. 帐篷；住处；帷幕
vt. 用帐篷遮盖；使在帐篷里住宿
vi. 住帐蓬；暂时居住"
testimony,n.  证词，证言；证据
textile,"n. 纺织品，织物
adj. 纺织的"
texture,n. 质地；纹理；结构；本质，实质
Thanksgiving,找不到解释
thief,n. 小偷，贼
theory,n. 理论；原理；学说；推测
thermometer,n. 温度计；体温计
thesis,n. 论文；论点
thigh,n. 大腿，股
thorn,n. 刺； 荆棘
throat,"n. 喉咙；嗓子，嗓音；窄路
vt. 开沟于；用喉音说"
throne,"n. 王座；君主；王权
vt. 使登王位
vi. 登上王座"
ticket,vt. 加标签于；指派；对…开出交通违规罚单
timber,n. 木材；木料
tin,"n. 锡；罐头，罐；马口铁
adj. 锡制的
vt. 涂锡于；给…包马口铁"
