abdicate,"vt. 退位；放弃
vi. 退位；放弃"
protoplasm,n. 原生质；原浆；细胞质
ribosome,n.  核糖体； 核蛋白体
tryptophan,n.  色氨酸
tyrosine,n.  酪氨酸
archaeopteryx,n. 始祖鸟
barnacle,n.  藤壶；茗荷介；难以摆脱的人；黑雁
bipedal,"n. 两足动物
adj. 两足动物的；二足的"
boll weevil,"n. 墨西哥棉铃象（棉花害虫）
 象鼻虫；棉铃象甲；棉铃象虫"
bollworm,n. 一种蛾的幼虫；螟蛉虫
bowerbird,n.  园丁鸟；澳洲产的一种鸟
broccoli,n. 花椰菜；西兰花
budworm,n. 任何对苞芽有害的幼虫，芽虫
cheetah,n.  猎豹
citrus,"n.  柑橘属果树；柑橘类的植物
adj. 柑橘属植物的"
cornstalk,n. 玉米秆；谷类的秆
coyote,n. 一种产于北美大草原的小狼；引外国人从墨西哥偷渡进入美国的不法分子
cranberry,n. 蔓越橘
diatom,n.  硅藻
ecological niche,"un. 生态小生境；生境龛
 生态位；生态栖位；生态地位"
gecko,n.  壁虎
guillemot,n. 海鸠；海雀
haddock,n.  黑线鳕（鳕的一种）
lepidopter,n.  鳞翅类昆虫
lepidoptera,n. 鳞翅类; 鳞翅类的昆虫( lepidopteron的名词复数 )
macaque,n.  猕猴，恒河猴；短尾猿
mammoth,"n. 长毛象；猛犸象；庞然大物
adj. 巨大的，庞大的；猛犸似的"
marine invertebrates,
mastodon,"n.  乳齿象；庞然大物
adj. 巨大的；庞大的"
milkweed,n. 乳草属植物；马利筋属植物；野参类
monkfish,n. 扁鲨；安康鱼
myrmecophagous,adj. 食蚁的
opossum,n. 负鼠；装死
osprey,n.  鹗（一种鱼鹰，腹部羽毛为白色）
periwinkle,n. 小长春花；玉黍螺
phalarope,n. 矶鹞之类；瓣蹼鹬
photosynthesis,n. 光合作用
plant succession,植物演替;植生继续
pollen grain,"un. 花粉粒
 花粉粒萌发；花粉颗粒；纯花粉"
pollen profile,花粉剖面
pterosaur,n. 翼龙
reindeer,n.  驯鹿
sandpiper,n.  鹬
succession,n. 连续；继位；继承权； 演替
tyrannosaurus,n. 暴龙
ungulate,"n. 有蹄类动物
adj. 有蹄的；像蹄子的"
adrenal cortex,"n. 肾上腺皮质
 副肾皮质；肾上腺里面分为肾皮质；肾上腺皮质部"
adrenal,"n. 肾上腺
adj. 肾上腺的"
amoxicillin,n. 阿莫西林；羟氨苄青霉素
angioplasty,n. 血管成形术
bone marrow,"n. 骨髓
 骨髓移植；骨随；骨髓细胞"
brain stem,"na. 脑干
 脑干部分；脑干网状结构；脑干眼球构造"
bubonic,adj. 腹股沟腺炎的
carcinogen,n. 致癌物质
cardiopulmonary,adj. 心肺的；与心肺有关的
cardiovascular,adj.  心血管的
caries,n.  龋齿；骨疡；骨溃疡
carotenoid,"n. 类胡萝卜素
 类胡萝卜色素"
cartilage,n. 软骨
cholesterol,n.  胆固醇
clavicle,n.  锁骨
coronary artery,"n. 冠状动脉
 冠狀动脉；心脏冠状动脉；冠状动脉肺血流"
dengue,n.  登革热
encephalitis,n.  脑炎
follicle,n. 卵泡；滤泡；小囊
genetic coding, 遗传消息之编码定；基因符码；基因密码
hemoglobin,n.  血红蛋白（等于haemoglobin）；血红素
hemolytic,adj.  溶血的
hypertherm,n. <医>人工发热器，发热治疗机
hypothalamus,n.  下丘脑
ibuprofen,n. 布洛芬，异丁苯丙酸（抗炎，镇痛药）
indomethacin,n. <药>消炎痛
inoculation,n.  接种；接木；接插芽
insulin,n.  胰岛素
internal pacemaker,埋藏式心脏起搏器;埋入起搏器
keratitis,n. 角膜炎
leukemia,n.  白血病
licorice,n. 欧亚甘草；甘草汁；甘草糖（等于liquorice）
Lyme,n. 莱姆病（由扁虱叮咬而出现麻疹、发烧等症状的一种传染性疾病）
lymph,n.  淋巴，淋巴液；血清
lymphocyte,n.  淋巴细胞；淋巴球
lysis,n. 细胞溶解；病势减退；消散
melatonin,n. 褪黑激素；N-乙酰-5-甲氧基色胺
mesothelioma,n.  间皮瘤
migraine,n.  偏头痛
neuron,n.  神经元，神经单位
neurotransmitter,n.  神经递质； 神经传递素
novocaine,n. 奴佛卡因（一种麻醉药）
osteoarthritis,n.  骨关节炎
pellagra,n.  糙皮病；玉蜀黍疹
pelvic,adj. 骨盆的
phagocytosis,n.  吞噬作用
pituitary,"adj. 脑垂体的；脑垂体分泌失调引起的
n. 垂体；脑垂体"
pituitary gland,"n. 脑下垂体
 脑垂体；脑垂腺；脑下垂体腺"
poliomyelitis,n.  脊髓灰质炎； 小儿麻痹症
prostaglandin,n.  前列腺素
prostate,"n.  前列腺
adj. 前列腺的"
prosthetic hand, 假手；假肢手；木制义手
rheumatoid,adj. 患风湿症的；风湿症的
rhinovirus,n.  鼻病毒
saffron,"n. 藏红花；橙黄色
adj. 藏红花色的，橘黄色的"
schistosomiasis,n.  血吸虫病
serotonin,n.  血清素；5-羟色胺（血管收缩素）
sinusitis,n.  窦炎
spinal cord,"n. 脊髓
 脊髓神经；脊椎；脊椎神经"
strep throat,"n. 脓毒性咽喉炎
 链球菌性喉炎；链球菌感染；链球菌喉炎"
thyroid gland,"n. “thyroid”的单数
 甲状腺；甲状腺体；腺体有甲状腺"
gold-quartz,
coleslaw,n. 凉拌卷心菜（等于coldslaw）
aerial image,"un. 空中影象
 空间影像；空中影像；航空图象"
air envelope,大气层
all the more,"na. “All the better”的变体
 更加；益发；越发"
an encounter action,
antitrust law, 反独占法，反托拉斯法
assembly line,"na. 装配线
 组装线；流水线；生产线"
as-yet-unexploited,
at best,"na. 充其量也不过
 至多；最多；最好也只是"
at issue,"na. 不相容；在争论中；待裁决的
 争议中的；待解决的；争论中的"
at odds,"un. 对弱方的让步；胜负的可能性；不相称；不和
 争执；不一致；有矛盾"
at one stroke,"na. “at a stroke”的变体
 一举；一笔；一下子"
at stake,"na. 被赌着；在危险中；利害攸关
 利害攸关；危如累卵；在危急关头"
average out,"na. 平均为；最终达到平衡
 达到平均数；最终得到平衡；平均化"
bargain on doing sth.,
be at a disadvantage, 占下风
be leery of,
bind to,"把…捆绑在…上; 安排…; 迫使(某人)遵守(规章, 命令等)"
black hole,"n. 黑洞（宇宙中包括光线在内的任何东西都无法逃逸的强引力区域）
 黑洞理论；感情黑洞；牢房"
blind spot,"n. 视线盲区（尤指车辆驾驶员看不见的路段）；无视；没有认识
 盲点；静区；生理盲点"
Board of Education,
bona fide,"adj. 善意的；真实的；真诚的
adv. 善意地；真实地；真诚地"
bona fides,"n. 真诚；信誉
 善意；诚意；诚实信用"
buffer stock,"un. 缓冲库存；缓冲存货；缓冲储备；缓冲胶
 调节存货；安全存货；调节性库存储备"
business world,"un. 工商界；企业界
 商业世界；工商世界；商务世界"
by-product,n. 副产品；附带产生的结果；意外收获
call for,"na. 呼吁；主张；需要；接(某人)
 要求；提倡；号召"
call off,"na. 命令停止；丢手；取消(婚约)；点(名)
 放弃；叫走，叫开；转移开"
capitalize on the opponent's mistake,
capitalize on,"v. 利用
 投机倒把；从中利用；获利"
cash in on,"na. 用…赚钱；利用
 乘机利用；靠…赚钱；趁机利用"
center on,"un. 围绕
 以…为中心；集中于；集中围绕"
clerical supplies,
clerical work,"na. 文书工作
 行政工作；文职工作；事务工作"
cling to,"v. 依附；坚持
 墨守；紧紧抓住；附着"
closed-circuit television,"n. 闭路电视
 闭路电视监控系统；闭路电视检测系统；闭路监视系统"
collective consciousness,"un. 集体意识
 即集体意识；集体意識；群体意识"
common law,"n. 英美法系
 普通法；习惯法；共同法则"
competitive edge,"un. 竞争优势
 竞争力优势；关键性优势；竞争上风"
compound interest,"n. 复利
 复利息；复息；利滚利"
consumer goods,"n. 消费品
 生活资料；生活消费品；日用消费品类"
Customs Service,"un. 海关
 海关总署；海关服务台；报关服务"
daylight saving time,"n. 夏令时（有些国家实行夏时制，将时钟拨快一小时，以节约照明能源）
 日光节约时间；日光节约时制；夏令时间"
delve into, 钻研；深入研究；探究
digital audiotape, 数字听力记录
dote on,"v. 溺爱；偏爱的
 宠爱；过分喜爱；宠幸"
draw in,"na. 拉入；引入；收(网等)；收回(借款等)
 引诱；到站；紧缩开支"
draw on,"na. 穿；依赖；靠；吸收
 利用；戴上；动用"
draw to,"na. 快
 接近；逼近；开具给"
earthquake focus,震源
ecological systems, 生态系统；生态系统理论；生态系统学
episodic memory, 情景记忆；情节记忆；情节性记忆
fall into a rut,养成墨守成规的习惯；照例行事(或生活)；干着枯燥无味的工作；过着单调的生活
fall under,"na. 归入(…部,类等)；属于；受(影响,检查等)
 被归入；受到；被列为"
field sketch,"作业草图,现场草图"
fly by,"n. 飞机或太空飞船的越过定点；飞越
 飞逝；夜空飞行；在低空飞过指定地点"
fool around,"na. “fool about”的变体
 闲荡；鬼混；吊儿郎当"
free market,"n. 自由市场
 自由竞争的市场；自由市集；情报市场"
gain on,"na. 蚕食
 逼近；超过；赶上"
general management,"n. 总务
 综合管理；一般管理；管理学"
get by,"na. 走过；勉强混过去
 通过；过得去；勉强生存"
get through,"na. 花光；了结；(使)通过(议案)；及格
 到达；度过；接通"
give rise to,"na. 惹起
 引起；导致；使发生"
give way to,"v. 让步；退却
 让位于；给…让路；给…让路，对…让步"
government intervention,"un. 政府干预
 政府介入；政府干涉；政府有关部门干预市场"
government service,"na. 公务员；行政事务；政府机关
 政府服务；公职；政府支持机构"
hand on,"na. 依次传递
 把…传下去；传下来；转交"
head start,"n. 起步前的优势
 领先；抢得先机；开端"
hierarchical management,分线管理
hit show,
housing start,"住房工程,安居工程"
Humpty-Dumpty,
ice age,
ice sheet,"n. 冰原；冰盖
 冰层；大冰原；冰川"
import relief,进口补助
in concert,"na. 异口同音地；齐
 一致；在音乐会；现场感应"
in full bloom,"na. (花)盛开；充分发挥
 怒放；全盛时期；开着花"
in kind,"na. 用实物；以同样的方法(回敬)；性质上
 以货代款；以实物；实物给付"
in light of,"na. 按照；根据；鉴于
 考虑到；把…列入考虑"
in sb.'s favor,
in so far as,"na. 到…的程度；只要；(表示程度,范围)就…
 至于；在…范围内；到...的程度"
indentured servant, 契约佣工；契约佣仆；契约劳工
internal variable,"un. 内变量
 内部变量；内生性变量；内部变数"
Jim Crow,
labor contractor,包工头
laissez-faire capitalism,自由资本主义
lay off,"na. 辞退；停止；暂停
 解雇；下岗；裁员"
lecture series, 系列讲座；讲座系列；系列演讲
line of work, 行业；职业；工作
list price,"n. 定价
 标价；原价；牌价"
live show,"n. 现场表演
 实况转播；现场演出；现场直播"
lock into,"v. 锁入
 受困于"
look to,"na. 依赖；注意；照料；倾向…
 指望；照顾；期望"
make allowances,把(客观情况、条件、限制因素等)考虑进去；体谅，原谅，因…而不计较
make ends meet, 使收支相抵；量入为出；收支平衡
make both ends meet,"na. 使收支相抵；量入为出
 收支平衡；使收支平衡；使收支相偿"
mark down,"na. 记下；减价；记清(禽兽逃往处)
 降价；写下；标价降低数"
mark up,"na. 涨价；赊账
 把…标出；标记；加价"
maternity leave,"n. 产假
 怀孕假；分娩假；休产假"
military service,"n. 兵役；服役期
 兵役制度；兵役飞行赛；服兵役"
mirror image,"n. 镜像；映像；反像
 镜象；命带追逐；镜像术"
more often than not,"na. 通常
 多半；时常；往往"
more than ever,"na. 更多(的)
 超出任何时候；更加；越发"
on a par,"na. 与…持平；与…不相上下
 同等；不分轩轾；意思是同等的"
on behalf of,"na. 替；为…的利益
 代表；代表某人；以…名义"
on one's word of honor,
on pain of death,"na. 违则处死；冒生命危险
 以死论处；违者"
open market,"n. 公开市场；自由市场
 开放市场；露天市场；露天集市"
other than,"na. 与…不同；除了
 不同于；除…之外；而不是"
oyabun-kobun,
part company,"un. 各自东西；各奔前程:
 分手；离别；别离"
pass up,"na. 绝交；放过；不理；上
 放弃；错过；拒绝"
penny-pinching,"n. 小气
adj. 小气的，吝啬的
v. 对…吝啬（penny-pinch的ing形式）"
play off,"na. (得分相同)进行补赛；使某人出丑；揭某人老底
 加赛；季后赛；决赛"
pride of place,"na. 傲慢；高位；(尤指鹰的)飞翔
 头等重要的地位；首要的地位；地方的自豪感"
prime-time ratings,
prior to,"adj. 前于
 此前；在…之前；先于"
processed food,"un. 加工食品
 加工过的食品；经加工的食物；加工食物"
public policy,"un. 公开政策
 公共政策；政府政策；公共政策学"
pull away,"un. 绷起脸；开走；抽回；挖走
 脱身；离开；拉离"
purchasing price,"un. 收购价格
 买价；购买价格；买入价"
push up,"v. 提高；强使(物价等)上升
n. 俯卧撑
 向上推；伏地挺身；掌上压"
put away,"v. 把…收起来；储存
 放好；把……收起来；收好"
rain down,"v. 如雨般落下；如雨般顺着…流下
 降下你恩雨；大量降下；象雨点般落下"
reading list, 阅读列表；书单；阅读清单
recruiting agent,
resort to,"na. 使用(武力)
 诉诸于；求助于；采取"
retirement age,un. 退废年龄；退休年龄
roller coaster,"n. 过山车；剧烈起伏(的事物)
 云霄飞车；游乐场过山车；摩天轮"
rule of thumb,"na. 手工业方式；靠经验估计
 经验法则；拇指规则；单凭经验来做的方法"
set up as, 当上了；使自己立业当；自称为
sewage disposal,"un. 污水处理
 污水处置；污水排放；污水处理站"
shock wave,"n. （爆炸、地震等引起的）冲击波；震惊；震荡
 震波；激波；电击波"
shut off,"na. 阻断；使隔开
 关掉；切断；关闭"
side effect,"n. 副作用；意外结果；函数副作用
 没有副作用；副反应；副效应"
simple interest,"n. 单利
 单利息；单利计息；单利法"
slash-and-burn,adj. 刀耕火种的
sluggish economy,
small-lot production,规模生产
social learning,社交学习
speculative fever,
speed velocity, 速度；临界速度；空速
status quo ante,"na. 原状
 以前的状态；以前状况；事前状态"
status quo,"n. 现状；原来的状况
 维持现状；现状乐团；改变现状"
stumbling block,"n. 障碍物；绊脚石
 拦路虎；本是绊脚石；垫脚石"
subject to,"v. 处于…中；使服从
 受制于；以……为条件；以……为准"
take issue with,"v. 争论驳斥
 提出异议；与…争论；不同意----意见"
take over,"na. 接管；继承
 接收；接任；接替"
take precedence over,"na. 优于
 优先于；比……重要；优先於"
team up,"un. 配合
 合作；协作；球员参与的社区互助活动"
