criticize,"vi. 批评；评论；苛求
vt. 批评；评论；非难"
complex,"n. 复合体；综合设施
adj. 复杂的；合成的"
bachelor,n. 学士；单身汉；（尚未交配的）小雄兽
degree,n. 程度，等级；度；学位；阶层
signature,n. 署名；签名；信号
phrase,"n. 短语, 习语, 措辞, 乐句
vt. 措词, 将(乐曲)分成乐句"
properly,adv. 适当地；正确地；恰当地
impact,"vi. 影响；撞击；冲突；压紧（on，upon，with）
n. 影响；效果；碰撞；冲击力
vt. 挤入，压紧；撞击；对…产生影响"
repeat,"n. 重复；副本
vi. 重做；重复发生
vt. 重复；复制；背诵"
suppose,"conj. 假使…结果会怎样
vt. 假设；认为；让（虚拟语气）；推想
vi. 猜想；料想"
verdict,n. 结论；裁定
crammed,"v. 填入；把…塞满；贪婪地吃；临时抱佛脚地死记硬背（cram的过去式）
adj. 挤满的；塞满的"
award,"n. 奖品；判决
vt. 授予；判定"
script,"n. 脚本；手迹；书写用的字母
vt. 把…改编为剧本
vi. 写电影脚本"
comedy,n. 喜剧；喜剧性；有趣的事情
violently,adv. 猛烈地，激烈地；极端地
agitated,"v. 焦虑；鼓动（agitate的过去分词）
adj. 激动的；焦虑的；表现不安的"
biotechnology,n.  生物技术； 生物工艺学
preliminary,"n. 准备；预赛；初步措施
adj. 初步的；开始的；预备的"
necessity,n. 需要；必然性；必需品
facilitate,vt. 促进；帮助；使容易
obstruct,"vt. 妨碍；阻塞；遮断
vi. 阻塞；设障碍"
institution,n. 制度；建立；（社会或宗教等）公共机构；习俗
predict,"vi. 作出预言；作预料，作预报
vt. 预报，预言；预知"
translation,n. 翻译；译文；转化；调任
browse,"n. 浏览；吃草
vt. 浏览；吃草
vi. 浏览；吃草；漫不经心地看商品"
zoom,"vi. 嗡嗡作响; 急速上升
n. 嗡嗡声; 隆隆声; （车辆等）疾驰的声音; 变焦
vt. 使急速上升; 使猛增"
spot,"n. 地点；斑点
adj. 现场的；现货买卖的
vt. 认出；弄脏；用灯光照射
vi. 沾上污渍；满是斑点
adv. 准确地；恰好"
similar,"n. 类似物
adj. 相似的"
arrest,"n. 逮捕；监禁
vt. 逮捕；阻止；吸引"
decrease,"n. 减少，减小；减少量
vt. 减少，减小
vi. 减少，减小"
heighten,"vt. 提高；增高；加强；使更显著
vi. 升高；变强"
emergency,"n. 紧急情况；突发事件；非常时刻
adj. 紧急的；备用的"
assemble,"vt. 集合，聚集；装配；收集
vi. 集合，聚集"
sharp,"n. 尖头；骗子；内行
adj. 急剧的；锋利的；强烈的；敏捷的；刺耳的
vt. 磨快；把音调升高
adv. 急剧地；锐利地；突然地
vi. 打扮；升音演奏"
correlation,n.  相关，关联；相互关系
firm,"n. 公司；商号
adj. 坚定的；牢固的；严格的；结实的
vt. 使坚定；使牢固
adv. 稳固地
vi. 变坚实；变稳固"
director,n. 主任，主管；导演；人事助理
sink,"n. 水槽；洗涤槽；污水坑
vi. 下沉；消沉；渗透
vt. 使下沉；挖掘；使低落"
occurrence,n. 发生；出现；事件；发现
dishonest,adj. 不诚实的；欺诈的
electronic,"adj. 电子的
n. 电子电路；电子器件"
payment,n. 付款，支付；报酬，报答；偿还；惩罚，报应
appeal,"n. 呼吁，请求；吸引力，感染力；上诉；诉诸裁判
vt. 将…上诉，对…上诉
vi. 呼吁，恳求；上诉；诉诸，求助；有吸引力，迎合爱好；（体育比赛中）诉诸裁判"
prior,"adj. 优先的；在先的，在前的
adv. 在前，居先"
gene,n.  基因，遗传因子
breast,"n. 乳房，胸部；胸怀；心情
vt. 以胸对着；与…搏斗"
rate,"n. 比率，率；速度；价格；等级
vt. 认为；估价；责骂
vi. 责骂；被评价"
response,n. 响应；反应；回答
panel,"n. 仪表板；嵌板；座谈小组，全体陪审员
vt. 嵌镶板"
garment,"n. 衣服，服装；外表，外观
vt. 给…穿衣服"
output,"n. 输出，输出量；产量；出产
vt. 输出"
booming,"adj. 兴旺的，繁荣的；大受欢迎的
v. 兴旺（boom的ing形式）；发出隆隆声"
employee,n. 雇员；从业员工
objective,"adj. 客观的；目标的；宾格的
n. 目的；目标； 物镜；宾格"
competence,n. 能力，胜任；权限；作证能力；足以过舒适生活的收入
humor,"n. 幽默，诙谐；心情
vt. 迎合，迁就；顺应"
pose,"vi. 摆姿势；佯装；矫揉造作
vt. 造成，形成；摆姿势；装模作样；提出…讨论
n. 姿势，姿态；装模作样"
pursue,"vi. 追赶；继续进行
vt. 继续；从事；追赶；纠缠"
mixed,"adj. 混合的；形形色色的；弄糊涂的
v. 混合；弄混（mix的过去式和过去分词）"
appear,vi. 出现；显得；似乎；出庭；登场
therapy,n. 治疗，疗法
pioneering,adj. 首创的；先驱的
corporation,n. 公司；法人（团体）；社团；大腹便便；市政当局
seriously,adv. 认真地；严重地，严肃地
emerge,vi. 浮现；摆脱；暴露
select,"n. 被挑选者；精萃
adj. 精选的；挑选出来的；极好的
vt. 挑选；选拔
vi. 挑选"
gigantic,adj. 巨大的，庞大的
occupy,vt. 占据，占领；居住；使忙碌
foresee,vt. 预见；预知
violence,n. 暴力；侵犯；激烈；歪曲
intuitive,adj. 直觉的；凭直觉获知的
suspicion,"n. 怀疑；嫌疑；疑心；一点儿
vt. 怀疑"
assure,vt. 保证；担保；使确信；弄清楚
device,n. 装置；策略；图案
sketch,"n. 素描；略图；梗概
vt. 画素描或速写
vi. 画素描或速写"
waterproof,"n. 防水材料
vt. 使防水
adj. 防水的，不透水的"
screen,"n. 屏，幕；屏风
vt. 筛；拍摄；放映；掩蔽
vi. 拍电影"
insult,"n. 侮辱；凌辱；无礼
vt. 侮辱；辱骂；损害"
polished,"v. 擦亮（polish的过去式和过去分词）
adj. 擦亮的；优美的；圆滑的"
peer,"vt. 封为贵族；与…同等
vi. 凝视，盯着看；窥视
n. 贵族；同等的人；同龄人"
converge,"vt. 使汇聚
vi. 聚集；靠拢；收敛"
currency,n. 货币；通货
devaluation,n. 货币贬值
overreact,vi. 反应过度；反作用过强
housing,n. 房屋；住房供给； 外壳；遮盖物；机器等的防护外壳或外罩
option,n.  选项；选择权；买卖的特权
estate,n. 房地产；财产；身份
leftover,"n. 残留物；吃剩的饭菜；剩余物
adj. 残余的；吃剩的"
ahead,"adj. 向前；在前的；领先
adv. 向前地；领先地；在（某人或某事物的）前面；预先；在将来，为未来"
wastage,n. 损耗；消瘦；衰老
surplus,"n. 剩余； 顺差；盈余；过剩
adj. 剩余的；过剩的"
epidemic,"n. 传染病；流行病；风尚等的流行
adj. 流行的；传染性的"
moderate,"adj. 稳健的，温和的；适度的，中等的；有节制的
vi. 变缓和，变弱
vt. 节制；减轻"
overwhelming,"adj. 压倒性的；势不可挡的
v. 压倒；淹没（overwhelm的ing形式）；制服"
symptom,n.  症状；征兆
president,n. 总统；董事长；校长；主席
decade,n. 十年，十年期；十
apparently,adv. 显然地；似乎，表面上
role,n. 角色；任务
compensation,n. 补偿；报酬；赔偿金
committee,n. 委员会
enormous,adj. 庞大的，巨大的；凶暴的，极恶的
board,"n. 董事会；木板；甲板；膳食
vt. 上（飞机、车、船等）；用板盖上；给提供膳宿
vi. 寄宿"
senior,"n. 上司；较年长者；毕业班学生
adj. 高级的；年长的；地位较高的；年资较深的，资格较老的"
figure,"n. 数字；人物；图形；价格；（人的）体形；画像
vt. 计算；认为；描绘；象征
vi. 计算；出现；扮演角色"
restrict,vt. 限制；约束；限定
advertising,"n. 广告；广告业；登广告
adj. 广告的；广告业的
v. 公告；为…做广告（advertise的ing形式）"
sponsorship,n. 赞助；发起；保证人的地位；教父母身份
capital,"n. 首都，省会；资金；大写字母；资本家
adj. 首都的；重要的；大写的"
comparable,adj. 可比较的；比得上的
blunt,"adj. 钝的，不锋利的；生硬的；直率的
vt. 使迟钝"
benign,adj. 良性的；和蔼的，亲切的；吉利的
internal,"n. 内脏；本质
adj. 内部的；里面的；体内的；（机构）内部的"
graduate,"n. 研究生；毕业生
adj. 毕业的；研究生的
vt. 授予…学位；分等级；标上刻度
vi. 毕业；渐变"
admission,n. 承认；入场费；进入许可；坦白；录用
standard,"n. 标准；水准；旗；度量衡标准
adj. 标准的；合规格的；公认为优秀的"
politics,n. 政治，政治学；政治活动；政纲
previous,"adj. 以前的；早先的；过早的
adv. 在先；在…以前"
leadership,n. 领导能力；领导阶层
muscle,"n. 肌肉；力量
vt. 加强；使劲搬动；使劲挤出
vi. 使劲行进"
ensure,vt. 保证，确保；使安全
show off,"na. 卖弄；自以为是；趾高气扬；炫耀
 出风头；摆谱儿；使显眼"
vigorous,adj. 有力的；精力充沛的
executive,"n. 总经理；执行委员会；执行者；经理主管人员
adj. 行政的；经营的；执行的，经营管理的"
expert,"n. 专家；行家；能手
adj. 熟练的；内行的；老练的
vt. 当专家；在…中当行家"
encounter,"n. 遭遇，偶然碰见
vi. 遭遇；偶然相遇
vt. 遭遇，邂逅；遇到"
thoroughly,adv. 彻底地，完全地
various,adj. 各种各样的；多方面的
sum,"n. 金额；总数
vt. 总结；合计
vi. 概括"
survey,"n. 调查；测量；审视；纵览
vt. 调查；勘测；俯瞰
vi. 测量土地"
consultant,n. 顾问；咨询者；会诊医生
architecture,n. 建筑学；建筑风格；建筑式样；架构
whirlwind,"n. 旋风；旋风般的快速行动
adj. 旋风般的"
general,"n. 一般；将军，上将；常规
adj. 一般的，普通的；综合的；大体的"
savagely,adv. 野蛮地；残忍地
cut off,"na. 削除；截止；截断(退路等)；割下来
 切断；断绝；切掉"
somewhat,"n. 几分；某物
adv. 有点；多少；几分；稍微"
resemble,vt. 类似，像
simple,"n. 笨蛋；愚蠢的行为；出身低微者
adj. 简单的；单纯的；天真的"
remarkably,adv. 显著地；非常地；引人注目地
prone,adj. 俯卧的；有…倾向的，易于…的
snap,"n. 猛咬；劈啪声；突然折断
adj. 突然的
vt. 突然折断，拉断；猛咬；啪地关上
vi. 咬；厉声说；咯嗒一声关上"
overreaction,n. 过度反应
react,"vi. 反应；影响；反抗；起反作用
vt. 使发生相互作用；使起化学反应"
hard-wired,adj.  硬连线的，硬接线的
silver lining,"na. (失望或不幸中的)一线希望
 银边；一线光明；银线"
unemployment,n. 失业；失业率；失业人数
materialistic,adj. 唯物主义的；唯物论的；金钱至上的
prudent,adj. 谨慎的；精明的；节俭的
disposal,n. 处理；支配；清理；安排
programme,"n. 计划，规划；节目；程序
vt. 规划；拟…计划
vi. 编程序；制作节目"
decide,"vi. 决定，下决心
vt. 决定；解决；判决"
trainer,n. 助理教练；训练员；驯马师；飞行练习器；运动鞋
separation,n. 分离，分开；间隔，距离； 分居；缺口
formation,n. 形成；构造；编队
blueprint,"n. 蓝图，设计图；计划
vt. 计划；制成蓝图"
operational,adj. 操作的；运作的
patriotic,adj. 爱国的
struggle,"n. 努力，奋斗；竞争
vt. 使劲移动；尽力使得
vi. 奋斗，努力；挣扎"
imagine,"vi. 想像；猜想；想像起来
vt. 想像；猜想；臆断"
survival,n. 幸存，残存；幸存者，残存物
coast,"n. 海岸；滑坡
vt. 沿…岸航行
vi. 滑行；沿岸航行"
race,"n. 属，种；种族，人种；家庭，门第
vt. 使参加比赛；和…竞赛；使急走，使全速行进
vi. 比速度，参加竞赛；全速行进"
inferior,"n. 下级；次品
adj. 差的；自卑的；下级的，下等的"
segregationist,"n. 种族隔离主义者
adj. 种族隔离主义的；种族隔离主义者的"
legislation,n. 立法；法律
erode,"vt. 腐蚀，侵蚀
vi. 侵蚀；受腐蚀"
profit,"n. 利润；利益
vt. 有益于
vi. 获利；有益"
evaporate,"vt. 使……蒸发；使……脱水；使……消失
vi. 蒸发，挥发；消失，失踪"
lavish,"adj. 浪费的；丰富的；大方的
vt. 浪费；慷慨给予；滥用"
substantial,"n. 本质；重要材料
adj. 大量的；实质的；内容充实的"
premium,"n. 额外费用；奖金；保险费;(商)溢价
adj. 高价的；优质的"
convenience,n. 便利；厕所；便利的事物
drive,"n. 驱动器；驾车； 内驱力，推进力；快车道
vi. 开车；猛击；飞跑
vt. 推动，发动（机器等）；驾驶（马车，汽车等）；驱赶"
disrupt,"vt. 破坏；使瓦解；使分裂；使中断；使陷于混乱
adj. 分裂的，中断的；分散的"
largely,adv. 主要地；大部分；大量地
indulge,"vi. 沉溺；满足；放任
vt. 满足；纵容；使高兴；使沉迷于…"
consequence,n. 结果；重要性；推论
credit,"n. 信用，信誉； 贷款；学分；信任；声望
vt. 相信，信任；把…归给，归功于；赞颂"
license,"n. 执照，许可证；特许
vt. 许可；特许；发许可证给"
fraud,n. 欺骗；骗子；诡计
manager,n. 经理；管理人员
savings,n. 储蓄；存款；救助；节省物（saving的复数形式）
throughout,"prep. 贯穿，遍及
adv. 自始至终，到处；全部"
incredible,adj. 难以置信的，惊人的
pension,"n. 退休金，抚恤金；津贴；膳宿费
vt. 发给养老金或抚恤金"
effectiveness,n. 效力
plenty,"n. 丰富，大量；充足
adj. 足够的，很多的
adv. 足够"
anecdote,n. 轶事；奇闻；秘史
contemporary,"n. 同时代的人；同时期的东西
adj. 当代的；同时代的；属于同一时期的"
reveal,"n. 揭露；暴露；门侧，窗侧
vt. 显示；透露；揭露；泄露"
perceive,"vt. 察觉，感觉；理解；认知
vi. 感到，感知；认识到"
bay,"n. 海湾；狗吠声
vt. 向…吠叫
vi. 吠叫；大声叫嚷"
county,n. 郡，县
poll,"n. 投票；民意测验；投票数；投票所
adj. 无角的；剪过毛的；修过枝的
vt. 投票；剪短；对…进行民意测验；获得选票
vi. 投票"
unveil,"vt. 使公之于众，揭开；揭幕
vi. 除去面纱；显露"
union,n. 联盟，协会；工会；联合
associate,"n. 同事，伙伴；关联的事物
adj. 副的；联合的
vt. 联想；使联合；使发生联系
vi. 交往；结交"
consumer,n. 消费者；用户，顾客
administration,n. 管理；行政；实施；行政机构
amount,"n. 数量；总额，总数
vi. 总计，合计；相当于；共计；产生…结果"
foremost,"adj. 最重要的；最先的
adv. 首先；居于首位地"
announce,"vt. 宣布；述说；预示；播报
vi. 宣布参加竞选；当播音员"
