looter,n. 抢劫者
top-rated,adj. 最受欢迎的；一流的
long-held,长期持有
ringer,n. 套环，投环；按铃者；敲钟者
free-trade,自由贸易
poncho,n. 雨披；南美披风
amorous,adj. 多情的；恋爱的；热情的；色情的
spender,n. 挥金如土的人；挥霍者；用钱的人
jetliner,n. 喷气客机
muddle,"vt. 混合；使咬字不清晰；使微醉
n. 糊涂；困惑；混浊状态
vi. 胡乱思考；糊里糊涂地行事"
normality,n. 常态； 当量浓度； 规定浓度
season,"n. 时期；季节；赛季
vt. 给…调味；使适应
vi. 变得成熟；变干燥"
climactic,adj. 高潮的；顶点的；渐层法的
panicky,adj. 恐慌的；惊慌失措的
overrated,"adj. 评价过高的
v. 对…估计过高（overrate的过去分词）"
brewer,n. 啤酒制造者；阴谋家
adjudicate,"vt. 裁定；宣判
vi. 裁定；宣判"
brand-name,adj. 著名品牌的
shunt,"vt. 使转轨；使分流；回避讨论；推延
vi. 转轨；转向一边；往返
n. 转轨； 分流器"
girlish,adj. 少女的；适于女子的；少女似的
deciduous,adj. 落叶性的，脱落性的；非永久性的
nefarious,adj. 邪恶的；穷凶极恶的；不法的
iguana,n. 鬣蜥蜴
undeterred,adj. 未受阻的；未被吓住的
Sabine,
docile,adj. 温顺的，驯服的；容易教的
dumbfound,vt. 使惊呆；使人惊愕失声
faltering,"adj. 蹒跚的；犹豫的；支吾的
v. 支吾地说，蹒跚地走（falter的现在分词）"
bookkeeping,n. 记帐，簿记
despondent,adj. 沮丧的；失望的
awed,"adj. 充满敬畏的，畏怯的
v. 使…敬畏；使…惊叹（awe的过去分词）"
vendetta,n. （尤指族间或血亲间的）仇杀；深仇
glassware,n. 玻璃器皿；玻璃器具类
kitsch,n. 粗劣作品；迎合低级趣味的作品
synopsis,n. 概要，大纲
joystick,n. 操纵杆， 控制杆
heft,"n. 重量；重要性
vt. 举起；举起试重量
vi. 称重量"
public-relations,"na. (工厂,公司等的)(与)公众(的)关系
 公共关系"
apologist,n. 辩护者；护教论者；辨惑学专家（等于apologete）
core,
priestess,n. 女祭司；神职人员
joist,"n. 托梁；搁栅
vt. 为…架搁栅；为…装托梁"
vole,"n. 大满贯；野鼠
vi. 赢得大满贯"
impeccably,"无可挑剔地
毋庸置疑地
无瑕疵地
完美地"
hash,"n. 剁碎的食物；混杂，拼凑；重新表述
vt. 搞糟，把…弄乱；切细；推敲"
abnormally,adv. 反常地；变态地；不规则地
contented,"v. 使…满足；使…安心（content的过去式和过去分词）
adj. 满足的；心安的"
criminalize,vt. 宣告…为犯法行为；判定…为非法事件
immutable,adj. 不变的；不可变的；不能变的
intercede,vi. 调解，调停；求情，说项
contrived,adj. 人为的；做作的；不自然的
methadone,n. 美沙酮；美散痛
sandbox,n. 沙箱；沙盒
swivel,"n. 转环；转椅座架
vt. 使旋转
vi. 旋转"
rebuilt,"n. 重建
v. 重新组装（rebuild的过去式和过去分词）"
sprinkling,"n. 少量；点滴；喷雾
v. 洒；点缀（sprinkle的现在分词）"
glimmer,"n. 微光；闪光；少许
vi. 闪烁；发微光"
inferno,n. 阴间，地狱
one-bedroom, 一室一厅；一卧室公寓；一居室
dexterity,n. 灵巧；敏捷；机敏
stirrup,n.  箍筋；马镫；镫形物
war-torn,adj. 遭受战争破坏的
uninvited,adj. 未被邀请的；未经请求的
larger-than-life,a. 有英雄(或传奇)色彩的
laissez-faire,"n. 放任政策；不干涉主义
adj. 自由放任的；放任主义的"
flexion,n. 弯曲，弯曲状态；弯曲部分
unhook,"vt. 解开；从钩上取下
vi. 把钩松开"
regalia,n. 标记；徽章；王权
divisional,adj. 分区的；分割的
innovate,"vi. 创新；改革；革新
vt. 改变；创立；创始；引人"
promiscuity,n. 乱交；混乱
store-bought,adj. 现成的；店里买的
unevenly,adv. 不均衡地；不平坦地；不平行地
undemocratic,adj. 不民主的，非民主的
downwind,"adj. 顺风的
adv. 顺风；在下风"
snicker,"n. 窃笑
vt. 窃笑着说
vi. 偷笑，窃笑"
oxidation,n.  氧化
fanaticism,n. 狂热，著迷；盲信
transitory,adj. 短暂的，暂时的；瞬息的
echoing,n. 回音；反照现象；呼应
lunch,"n. 午餐
vt. 吃午餐；供给午餐
vi. 吃午餐；供给午餐"
cloudless,adj. 无云的；晴朗的
venous,adj. 静脉的；有脉纹的
high-definition,adj. 非常鲜明的
still,"conj. 仍然；但是；尽管如此
n. 寂静；剧照；蒸馏室
adj. 静止的，不动的；寂静的，平静的；不起泡的
adv. 仍然；更；静止地
vt. 蒸馏；使…静止；使…平静下来
vi. 静止；平静；蒸馏"
bulwark,"n. 壁垒；保障；防波堤
vt. 保护；筑垒保卫"
prejudice,"n. 偏见；侵害
vt. 损害；使有偏见"
dissenting,"adj. 不同意的（等于dissentient）
v. 不同意；持异议（dissent的ing形式）"
stalking,"n. 围捕；潜行追踪
v. 追踪，潜近（stalk的ing形式）"
post-mortem,"n. 验尸
adv. 死后，在死后
adj. 验尸的；死后的
vt. 对……验尸"
escaping,"v. 逃（escape的现在分词）
adj. 溢出的； 换码"
skinless,adj. 无皮的
laminated,"adj. 层压的；层积的；薄板状的
v. 分成薄片；用薄片覆盖（laminate的过去分词）"
paintbrush,n. 画笔；漆刷
fluttering,"n. 振抖；测谎
adj. 颤动的；翅膀拍打的
v. 摆动；鼓翼；忙乱（flutter的ing形式）"
switching,"n.  开关；转换；整流；配电
v. 转换（switch的ing形式）"
fawn,"vi. 奉承
n. 小鹿；浅黄褐色；小动物
adj. 浅黄褐色的
vt. 生（小鹿或小动物）"
unattainable,adj. 做不到的；难到达的
mental-health, 心理健康
altercation,n. 争执
undersea,adj. 水下的；海面下的
schoolmate,n. 同学；同窗
interlocutor,n. 对话者；谈话者
concerto,n. 协奏曲
keeping,"n. 保管；一致；协调；遵守
v. 保持；遵守（keep的ing形式）"
sax,n. 萨克斯管（等于saxophone）；石板斧
kayak,n. 皮船；爱斯基摩小艇
shortness,n. 不足；简略
wanton,"n. 荡妇；水性杨花的女人
adj. 嬉戏的；繁茂的；荒唐的；无节制的；放纵的
vt. 挥霍
vi. 放肆；嬉戏；闲荡"
blow-up,n. 单相交；发脾气；放大
accost,vt. 勾引；引诱；对…说话；搭讪
chewy,adj. 柔软而会黏着的；难嚼的；有嚼劲的
Florentine,"n. 佛罗伦萨人
adj. 意大利佛罗伦萨的；佛罗伦萨画派的"
bodice,n. 女服的紧身上衣
idiosyncrasy,n. （个人独有的）气质，性格，习惯，癖好
plus,"prep. 加，加上
n. 正号，加号；好处；附加额
adj. 正的；附加的"
peroxide,"n. 过氧化氢；过氧化物
vt. 以过氧化氢漂白；以过氧化物处理
adj. 以过氧化氢漂白的"
invalid,"n. 病人；残疾者
adj. 无效的；有病的；残疾的
vt. 使伤残；使退役
vi. 变得病弱；因病而奉命退役"
billiards,n. 台球，桌球；弹子戏
Asian-American,n. 亚洲裔美国人
moccasin,n. 软帮鞋； 鹿皮鞋；一种生长在北美的大毒蛇
adornment,n. 装饰；装饰品
engraved,"adj. 被牢记的；被深深印入的
v. 雕刻（engrave的过去式）"
bucolic,"n. 田园诗；农夫
adj. 牧歌的；牧羊的；乡下风味的"
adulation,n. 奉承；谄媚
erroneously,adv. 错误地；不正确
half-million, 约五十万；自住房
dogged,"adj. 顽强的；顽固的
vt. 跟踪；尾随（dog的过去式）"
abstract,"n. 摘要；抽象；抽象的概念
adj. 抽象的；深奥的
vt. 摘要；提取；使……抽象化；转移(注意力、兴趣等)；使心不在焉
vi. 做摘要；写梗概"
arthritic,"n.  关节炎患者
adj. 关节炎的"
softened,"v. 使…变柔软（soften的过去分词）
adj. 退火的，软化"
rapprochement,n. 友好；恢复邦交；友善关系的建立
grudging,adj. 勉强的；吝啬的
copier,n. 复印机（等于copying machine）；抄写员；模仿者
prejudiced,"v. 损害（prejudice的过去分词）；使抱偏见
adj. 怀偏见的；有成见的；偏颇的"
rigging,n. 索具，绳索；装备，传动装置
coloration,n. 着色；染色
revamped,"v. 修订（revamp的过去分词）
adj. 修订的；修补的"
python,n. 巨蟒；大蟒
windbreaker,n. 防风夹克，同windcheater
overbearing,"adj. 傲慢的；压倒一切的
v. 压住；否定；专横地对待；繁殖过度（overbear的ing形式）"
enforceable,adj. 可实施的；可强行的；可强迫的
uncharacteristic,adj. 无典型特征的；不典型的
fuzz,"n. 绒毛；模糊；细毛；警员
vt. 使模糊；起毛
vi. 作绒毛状飞散；变成绒毛状；变得模糊"
blackjack,"n. 闪锌矿；扑克牌的二十一点；包革金属棍棒
vt. 以棒打"
abscess,"n. 脓肿；脓疮
vi. 形成脓肿"
piazza,n. 露天市场，广场；走廊
shapely,adj. 定形的；形状美观的；样子好的；有条理的
inscribed,"adj. 内切的；记名的；有铭刻的
v. 题写；雕刻；内切（inscribe的过去分词）"
jaguar,n. 捷豹（汽车品牌）
leathery,adj. 似皮革的，皮质的；坚韧如皮革的
cheating,"n. 行骗，欺骗行为
adj. 欺骗的"
cackle,"n. 饶舌；咯咯声；闲谈
vt. 格格笑著表示；喋喋不休地说
vi. 咯咯叫；喋喋不休；饶舌"
whispered,"adj. 低声的；耳语的
v. 窃窃私语（whisper的过去分词）；低声地说"
plaintive,adj. 哀伤的；悲哀的
poke,"n. 戳；刺；袋子；懒汉
vt. 刺，捅；戳；拨开
vi. 刺，捅；戳；伸出；刺探；闲荡"
framing,"n. 框架；设计；取景；组帧
v. 制定；构造；装框子（frame的ing形式）"
ugh,int. 啊；呸
drowning,"n. 溺死
v. 淹没；（使） 淹溺；浸没（drown的ing形式）
adj. 溺水的"
impassive,adj. 冷漠的；无感觉的
pewter,"n. 白蜡；青灰色
adj. 青灰色的；锡镴制的"
moonlight,"adj. 月夜的；有月光的
n. 月光
v. 兼职，夜袭"
blasphemy,n. 亵渎神明；轻视上帝或神祗
bridle,"n. 缰绳；马勒；系带；约束物
vt. 控制；给装马勒
vi. 昂首表示轻蔑；生气"
rockfish,n. 岩鱼（栖于礁石中的鱼）
ruthlessly,adv. 无情地；残忍地；冷酷地
comatose,adj. 昏迷的；昏睡状态的；麻木的；怠惰的
diatribe,n. 诽谤；恶骂
intensified,加强的
sunspot,n. 太阳黑子；雀斑
stiletto,n. 匕首；小剑；细高跟女鞋
resound,"vt. 回响；传颂；大声讲
vi. 回响；鸣响；被传颂"
floor,"n. 地板，地面；楼层；基底；议员席
vt. 铺地板；打倒，击倒；（被困难）难倒"
corporal,"n. 下士
adj. 肉体的，身体的"
keypad,n. 按键；小型键盘
thud,"n. 砰的一声；重击
vi. 砰的一声掉下；发出砰声
vt. 砰地击中"
summarily,adv. 概要地；立刻；概略地
agribusiness,n. 农业综合企业（包括农业设备、用品的制造、农产品的产销、制造加工等）
self-help,"n. 自助；自救；自立
adj. 自助的"
headliner,n. 写标题的记者；头牌人物
archive,"n. 档案馆；档案文件
vt. 把…存档"
minor-league,小职业球队联盟
breadwinner,n. 负担家计的人；养家糊口的人
steppe,n. 大草原， 干草原（特指西伯利亚一带没有树木的大草原）
crinkle,"n. 皱纹；波纹；沙沙声
vt. 起皱；使沙沙作响
vi. 起皱；卷曲"
exploited,"利用
开发利用
英勇事迹
剥削
充分利用"
redress,"n. 救济；赔偿；矫正
vt. 救济；赔偿；纠正；重新调整"
tawny,"n. 黄褐色；茶色
adj. 黄褐色的；茶色的"
prosciutto,n. 意大利熏火腿
superficially,adv. 表面地；浅薄地
irritability,n. 过敏性；易怒；兴奋性
randomized,"adj.  随机化的，随机的
v. 使随机化；做任意排列（randomize的过去分词）"
unoccupied,adj. 空闲的；没人住的；未占领的；无人占领的
Flemish,
threadbare,adj. 磨破的；衣衫褴褛的；乏味的；俗套的
showcase,"n. 陈列橱， 陈列柜；显示优点的东西
vt. 使展现；在玻璃橱窗陈列"
work-related,与工作有关的
opus,n. 作品
consultative,adj. 咨询的
psychopath,n. 精神病患者
concourse,n. 广场；集合；合流；群众
thyroid,"n. 甲状腺；甲状软骨；甲状腺剂
adj. 甲状腺的；盾状的"
swab,"n. 药签， 拭子；医用海绵，纱布；拖把，擦帚；无赖
vt. 打扫，擦拭；涂抹（药）于"
treatable,adj. 能治疗的；好对付的；能处理的
opiate,"n. 鸦片制剂；麻醉剂；镇静剂
adj. 含鸦片的；安眠的
vt. 用鸦片麻醉；使缓和"
plumb,"n. 垂直；铅锤
adj. 垂直的
vt. 使垂直；探测，探索
adv. 恰恰，正；垂直地
vi. 当管子工"
abdicate,"vt. 退位；放弃
vi. 退位；放弃"
rematch,n. 复赛；再匹配
handily,adv. 方便地；敏捷地；灵巧地
visage,n. 面貌，容貌；外表
workbench,n. 工作台；手工台
quench,"vt. 熄灭， 淬火；解渴；结束；冷浸
vi. 熄灭；平息"
reflexively,反身地
abomination,n. 厌恶；憎恨；令人厌恶的事物
livid,adj. 铅色的；青灰色的；非常生气的
trusty,"n. 模范囚犯；可信赖的人
adj. 可靠的；可信任的"
carelessness,n. 粗心大意
unsweetened,adj. 未加糖的；不甜的
long-lived,adj. 长命的；历时长久的
personable,adj. 品貌兼优的
perfunctory,adj. 敷衍的；马虎的；得过且过的
subject,"n. 主题；科目； 主语；国民
adj. 服从的；易患…的；受制于…的
vt. 使…隶属；使屈从于…"
covertly,adv. 秘密地；偷偷摸摸地
numeral,"n. 数字
adj. 数字的；表示数字的"
drumbeat,n. 鼓声；打鼓声
paragon,"n. 模范；完美之物；优秀之人
adj. 完美的"
deep-water,深水
Shakespearean,"n. 莎士比亚研究家；莎士比亚的崇拜者
adj. 莎士比亚的；莎士比亚似的；莎士比亚风格的"
preen,"vt. 打扮；用嘴整理；赞扬
vi. 洋洋自得；把（自己）打扮漂亮"
enlistment,n. 征募，应征入伍；服兵役期限
brutalize,"vt. 残酷地对待；使像野兽般残忍，使变得残酷无情
vi. 变粗暴；变残忍"
discounted,"adj. 已贴现的；已折扣的
v. 打折扣（discount的过去分词）；不重视"
unanimity,n. 同意，全体一致
bereaved,"n. 丧失亲人的人
adj. 丧失的；死了…的
vt. 使丧失（bereave的过去式和过去分词）"
exclusivity,n. 排外性；独占权
two-fold,adj. 双重的；两倍的；双折的
reinvention,"重塑
再造"
punter,n. 船夫，用篙撑船的人；赌博者
colonizer,n. 殖民者；殖民地开拓者；移入选民；移民
escaped,"v. 逃离，逃脱（escape的过去式，过去分词）；避开；泄出
adj. 逃走的；逸出的"
counterweight,n. 平衡力；平衡物
prologue,"n. 开场白；序言
vt. 加上…前言；为…作序"
dutiful,adj. 忠实的；顺从的；守本分的
anesthesiologist,n. 麻醉学者（医师）
portraiture,n. 肖像画；肖像绘制；人像摄影
dais,n. 讲台
upswing,"n. 上升；增加；向上摆动
vi. 提高；回升；向上摆动"
naw,abbr. 非酸洗的（non-acid washed）
cajole,vt. 以甜言蜜语哄骗；勾引
heiress,n. 女继承人
provost,n. 教务长；院长；监狱看守
gent,n. 绅士；假绅士；男子；男厕
hump,"n. 驼峰；驼背；圆形隆起物
vt. 使隆起；使烦恼
vi. 隆起；弓起；努力；急速行进"
salaried,"adj. 有薪水的；领薪水的
v. 给…薪水（salary的过去式和过去分词）"
wintry,adj. 寒冷的，冬天的；冷淡的
estrangement,n. 疏远；失和
overcome,"vt. 克服；胜过
vi. 克服；得胜"
first-place,"n. 第一名
 榜首；冠军；一等奖"
melee,n. 混战，格斗；互殴
liquidation,n. 清算；偿还；液化；清除
sentient,"n. 有知觉的人
adj. 有感情的；有感觉力的；意识到的"
catharsis,n.  泻法，导泻；净化；精神发泄
derivative,"n.  衍生物，派生物；导数
adj. 派生的；引出的"
frat,"n. 兄弟会
兄弟会成员"
understated,adj. 低调的；朴素的；轻描淡写的；不夸张的
verge,"n. 边缘
vi. 濒临，接近；处在边缘"
posthumous,adj. 死后的；遗腹的；作者死后出版的
impregnate,"adj. 充满的；怀孕的
vt. 使怀孕；灌输；浸透"
knotted,adj. 多节的，有节的；棘手的
evidence-based,adj. 基于证据的
unsubstantiated,adj. 未经证实的，无事实根据的
courtier,n. 朝臣；奉承者；谄媚者
bulimia,n. 暴食症
rant,"n. 咆哮；激昂的演说
vt. 咆哮；痛骂
vi. 咆哮；痛骂；大声责骂"
scaling,"n. 缩放比例；刮治术， 刮牙术；鳞片排列
v. 剥落；刮鳞；生水垢（scale的ing形式）"
